language,x1,x2,x3,x4,x5
sanj1282,w,e,-,-,e
yucu1250,w,e,-,-,e
nort2985,b,e,-,-,e
soya1236,w,e,-,-,e
apas1235,b,e,-,-,e
apas1235,w,e,-,-,e
tida1235,w,e,-,-,e
tama1339,w,e,-,-,e
huit1252,w,e,-,-,e
sind1277,w,e,-,-,e
sanm1294,w,e,-,-,e
peno1244,w,e,-,-,e
atat1238,b,e,y,-,3
yoso1239,b,e,-,-,e
sanm1295,b,e,-,-,e
ocot1243,b,e,-,-,e
magd1235,b,e,-,-,e
taca1257,b,e,-,-,e
itun1239,b,e,y,-,i
sant1439,b,e,-,-,i
alco1235,b,e,-,-,e
alco1235,b,e,-,-,e
yolo1241,b,e,-,-,e
alac1244,w,e,-,-,e
alac1244,b,e,-,-,e
ayut1236,b,i,-,-,e
mixt1425,b,e,-,-,e
mixt1425,b,e,-,-,e
mixt1425,b,e,-,-,e
mixt1425,b,e,-,-,e
juxt1235,b,e,-,-,e
juxt1235,b,e,-,-,e
sila1250,b,e,7,-,e
sila1250,b,e,-,-,e
sila1250,b,e,-,-,e
sila1250,b,e,-,-,e
sila1250,b,e,-,-,e
sant1436,b,e,-,-,e
chay1249,w,e,-,-,e
chay1249,b,e,-,-,e
jami1235,b,e,-,-,e
sanj1281,b,e,-,-,e
pino1237,w,e,-,-,e
pino1237,b,e,-,-,e
pino1237,b,e,-,-,e
pino1237,b,e,-,-,e
tutu1243,w,e,-,-,e
ixta1235,b,e,-,-,e
chaz1235,w,e,-,-,e
chaz1235,w,e,-,-,e
sout3001,b,e,-,-,e
sout3001,b,e,-,-,e
chig1239,w,e,-,-,e
caca1250,b,e,-,-,e
coat1241,b,i,-,-,i
cuya1240,w,i,-,-,i
cuya1240,w,i,-,-,i
chic1273,-,a,7,-,i
sanm1298,y,a,7,y,i
copa1237,7,-,-,-,e
