language,x1,x2,x3,x4,x5
magd1235,t,u,-,t,u
sant1440,t,u,-,t,u
ocot1243,t,u,-,t,u
sanp1259,t,u,-,t,u
sanm1296,t,u,-,t,u
yoso1239,t,u,-,t,u
sanm1295,t,u,-,t,u
atat1238,t,u,-,t,u
ayut1236,t,u,-,t,u
sant1436,t,u,-,t,u
alco1235,t,u,-,t,u
alco1235,t,u,-,t,u
coic1238,t,u,-,t,u
yolo1241,t,u,-,t,u
alac1244,t,u,-,t,u
xoch1238,t,u,-,t,u
sanm1291,t,u,-,t,u
juxt1235,t,i,-,t,i
sila1250,t,u,-,t,i
sila1250,t,u,-,t,u
mixt1425,t,u,-,t,u
mixt1425,t,u,-,t,u
mixt1425,t,u,-,t,u
chay1249,t,u,-,t,u
jami1235,t,u,-,t,u
sanj1281,t,u,-,t,u
pino1237,t,u,-,t,u
diux1236,t,u,-,t,u
sant1445,t,u,-,t,u
caca1250,t,u,-,t,u
sout3001,t,u,-,t,u
coat1241,t,u,7,t,u
yoso1238,t,u,-,t,u
chic1273,5,a,-,h,-
chic1273,n,a,-,7,a
copa1237,y,a,-,h,-
