language,x1,x2,x3,x4,x5,x6,x7
magd1235,-,h,-,a,7,a,-
sant1440,-,S,-,a,7,a,-
ocot1243,-,x,-,e,7,e,-
sanp1259,-,x,-,a,7,a,-
sana1284,-,x,-,a,7,a,-
yucu1250,-,x,-,a,7,a,-
sanm1292,-,s,-,i,7,i,-
sanm1296,-,x,-,a,7,a,-
yoso1239,-,s,-,3,7,3,-
yoso1239,-,x,-,a,7,a,-
sanm1295,-,x,-,a,7,a,-
atat1238,-,x,-,e,7,e,-
taca1257,-,S,-,a,7,a,-
nort2985,-,x,-,a,7,a,-
itun1239,-,y,-,e,7,e,-
itun1239,-,y,-,e,7,e,-
sant1439,-,x,-,e,7,e,-
nuyo1238,-,x,y,e,7,e,-
yucu1249,-,x,y,e,7,e,-
ayut1236,-,S,-,a,7,a,-
sant1436,t,S,-,a,7,a,7
alco1235,-,S,-,a,7,a,-
alco1235,-,S,-,a,7,a,-
coic1238,-,S,-,a,7,a,-
coic1238,-,S,-,a,7,a,-
yolo1241,-,S,-,a,7,a,-
alac1244,-,S,-,a,7,a,-
alac1244,-,S,-,a,7,a,-
xoch1238,-,S,-,a,7,a,-
sanm1291,-,S,-,a,7,a,-
sanm1291,-,S,-,a,7,a,-
juxt1235,-,S,-,a,7,a,-
juxt1235,-,S,-,a,7,a,-
sila1250,-,s,-,a,7,a,-
sila1250,-,S,-,a,7,a,-
sila1250,-,s,-,a,7,a,-
sila1250,-,s,-,a,7,a,-
sila1250,-,s,-,a,7,a,-
mixt1425,t,s,-,a,7,a,-
mixt1425,t,s,-,a,7,a,-
mixt1425,t,S,-,a,7,a,-
mixt1425,t,s,-,a,7,a,-
cuat1239,-,S,-,a,7,a,-
tutu1243,t,S,-,a,7,a,-
sant1441,-,s,-,a,7,a,-
chay1249,t,S,-,a,7,a,-
chay1249,-,S,-,a,7,a,-
jami1235,t,S,-,a,7,a,-
sanj1281,t,s,-,a,7,a,-
pino1237,t,S,-,a,7,a,-
pino1237,t,S,-,a,7,a,-
pino1237,t,S,-,a,7,a,-
pino1237,t,S,-,a,7,a,-
ixta1235,t,S,-,a,7,a,-
tama1339,-,Z,-,e,7,e,-
tama1339,t,S,-,a,7,a,-
huit1252,-,Z,-,e,7,e,-
sind1277,-,Z,-,e,7,e,-
sanm1294,-,Z,-,e,7,e,-
diux1236,-,S,-,e,7,e,-
diux1236,-,S,-,e,7,e,-
sant1445,-,s,-,a,7,a,-
peno1244,-,s,-,a,7,a,-
sant1446,-,s,-,e,7,e,-
tida1235,-,s,-,a,7,a,-
sanj1282,-,S,-,e,7,e,-
soya1236,-,s,-,a,7,a,-
apas1235,-,s,-,a,7,a,-
apas1235,-,s,-,a,7,a,-
caca1250,-,s,-,a,7,a,-
yucu1251,-,s,-,a,7,a,-
chaz1235,-,s,-,a,7,a,-
chaz1235,-,s,-,a,7,a,-
sout3001,-,s,-,a,7,a,-
sout3001,-,s,-,a,7,a,-
chig1239,-,S,-,a,7,a,-
coat1241,-,8,-,3,7,3,-
cuya1240,-,Z,-,e,7,e,-
cuya1240,-,Z,-,e,7,e,-
yoso1238,-,h,-,a,7,a,-
sant1437,-,k,-,o,7,o,-
tepe1280,-,k,-,a,-,a,-
chic1273,-,t,-,a,k,o,-
chic1273,-,S,-,-,-,i,-
chic1273,-,d,-,a,k,o,-
sanm1298,t,S,-,i,7,i,-
sanm1298,-,t,-,a,k,o,h
copa1237,-,S,-,e,7,e,-
copa1237,-,t,-,a,k,o,-
