language,x1,x2,x3,x4,x5,x6,x7
magd1235,k,w,e,7,-,-,e
sant1440,k,w,e,7,-,-,e
ocot1243,k,w,e,7,-,-,e
sanp1259,k,w,e,7,-,-,e
sana1284,k,w,e,7,-,-,e
yucu1250,k,w,e,7,-,-,e
sanm1292,k,w,e,7,-,-,e
sanm1296,k,w,e,7,-,-,e
yoso1239,k,w,e,7,-,-,e
sanm1295,k,w,e,7,-,-,e
atat1238,k,w,e,7,y,-,3
taca1257,k,w,e,7,-,-,e
nort2985,k,w,e,7,-,-,e
itun1239,k,w,e,7,y,-,i
sant1439,k,w,e,7,-,-,i
nuyo1238,k,w,e,7,-,-,i
yucu1249,k,w,e,7,-,-,i
ayut1236,k,w,i,7,-,-,e
sant1436,t,-,i,n,d,o,o
sant1436,t,-,i,n,d,o,o
sant1436,k,w,e,7,-,-,e
alco1235,k,w,e,7,-,-,e
alco1235,k,w,e,7,-,-,e
coic1238,k,w,e,7,-,-,e
coic1238,k,w,e,7,-,-,e
yolo1241,k,w,e,7,-,-,e
alac1244,k,w,e,7,-,-,e
alac1244,k,w,e,7,-,-,e
xoch1238,k,w,e,7,-,-,e
sanm1291,k,w,e,7,-,-,e
sanm1291,k,w,e,7,-,-,e
juxt1235,k,w,e,7,-,-,e
juxt1235,k,w,e,7,-,-,e
sila1250,k,w,e,7,-,-,e
sila1250,k,w,e,7,-,-,e
sila1250,k,w,e,7,-,-,e
sila1250,k,w,e,7,-,-,e
sila1250,k,w,e,7,-,-,e
mixt1425,k,w,e,7,-,-,e
mixt1425,k,w,e,7,-,-,e
mixt1425,k,w,e,7,-,-,e
mixt1425,k,w,e,7,-,-,e
cuat1239,k,w,e,7,-,-,e
tutu1243,k,w,e,7,-,-,e
sant1441,k,w,e,7,-,-,e
chay1249,k,w,e,7,-,-,e
chay1249,k,w,e,7,-,-,e
jami1235,k,w,e,7,-,-,e
sanj1281,k,w,e,7,-,-,e
pino1237,k,w,e,7,-,-,e
pino1237,k,w,e,7,-,-,e
pino1237,k,w,e,7,-,-,e
pino1237,k,w,e,7,-,-,e
ixta1235,k,w,e,7,-,-,e
tama1339,k,w,e,7,-,-,e
tama1339,k,w,e,7,-,-,e
huit1252,k,w,e,7,-,-,e
sind1277,k,w,i,7,-,-,i
sanm1294,k,w,e,7,-,-,e
diux1236,k,w,e,7,-,-,e
diux1236,k,w,e,7,-,-,e
sant1445,k,w,e,7,-,-,e
peno1244,k,w,e,7,-,-,e
sant1446,k,w,e,7,-,-,e
tida1235,k,w,e,7,-,-,e
sanj1282,k,w,e,7,-,-,e
soya1236,k,w,e,7,-,-,e
apas1235,k,w,e,7,-,-,e
apas1235,k,w,e,7,-,-,e
caca1250,k,3,e,-,-,-,e
yucu1251,k,w,e,7,-,-,e
chaz1235,k,w,e,7,-,-,e
chaz1235,k,w,e,7,-,-,e
sout3001,k,w,e,7,-,-,e
sout3001,k,w,e,7,-,-,e
chig1239,k,w,e,7,-,-,e
coat1241,k,w,i,7,-,-,i
cuya1240,k,w,i,7,-,-,i
cuya1240,k,w,i,7,-,-,i
sant1437,k,-,a,7,-,-,a
tepe1280,k,-,a,-,-,-,i
chic1273,S,-,i,7,-,-,i
sanm1298,t,S,i,7,-,-,i
copa1237,S,-,i,7,-,-,i
