language,x1,x2,x3,x4,x5,x6,x7
magd1235,k,i,-,s,i,-,-
sant1440,k,i,-,s,i,-,-
ocot1243,k,i,-,s,i,-,-
sanp1259,k,i,-,s,i,-,-
sana1284,k,i,-,s,i,-,-
yucu1250,k,i,-,s,i,-,-
sanm1292,k,i,-,s,i,-,-
sanm1296,k,3,-,s,3,-,-
yoso1239,k,3,-,s,3,-,-
sanm1295,k,3,-,s,3,-,-
atat1238,k,3,-,s,3,-,-
taca1257,k,3,-,s,3,-,-
nort2985,k,i,-,s,i,-,-
itun1239,k,3,-,s,3,-,-
sant1439,k,3,-,s,3,-,-
nuyo1238,k,i,-,s,3,-,-
yucu1249,k,i,-,s,3,-,-
ayut1236,k,i,-,s,i,-,-
sant1436,k,i,-,s,i,-,-
alco1235,k,i,-,s,i,-,-
alco1235,k,i,-,s,i,-,-
coic1238,k,i,-,s,i,-,-
coic1238,k,i,-,s,i,-,-
yolo1241,k,i,-,s,i,-,-
alac1244,k,i,-,s,i,-,-
alac1244,k,i,-,s,i,-,-
xoch1238,k,i,-,s,i,-,-
sanm1291,k,i,-,s,i,-,-
sanm1291,k,i,-,s,i,-,-
juxt1235,k,i,-,s,i,-,-
juxt1235,k,i,-,s,i,-,-
sila1250,k,i,-,h,i,-,-
sila1250,k,i,-,h,i,-,-
sila1250,k,i,-,h,i,-,-
sila1250,k,i,-,h,i,-,-
sila1250,k,i,-,8,i,-,-
mixt1425,k,i,-,s,i,-,-
mixt1425,k,i,-,s,i,-,-
mixt1425,k,i,-,s,i,-,-
mixt1425,k,i,-,s,i,-,-
cuat1239,k,i,-,s,i,-,-
tutu1243,k,3,-,s,3,-,-
sant1441,k,3,-,s,i,-,-
chay1249,k,3,-,s,3,-,-
chay1249,k,3,-,y,3,-,-
jami1235,k,3,-,s,3,-,-
sanj1281,k,3,-,s,3,-,-
pino1237,k,3,-,s,3,-,-
pino1237,k,i,-,s,i,-,-
pino1237,k,i,-,s,i,-,-
pino1237,k,i,-,s,i,-,-
ixta1235,k,3,-,s,3,-,-
tama1339,k,3,-,8,3,-,-
tama1339,k,i,-,s,i,-,-
huit1252,k,3,-,8,3,-,-
sind1277,k,3,-,8,3,-,-
sanm1294,k,3,-,8,3,-,-
diux1236,k,3,-,8,3,-,-
diux1236,k,3,-,8,3,-,-
sant1445,k,3,-,8,3,-,-
peno1244,k,3,-,8,3,-,-
sant1446,k,3,-,8,3,-,-
tida1235,k,i,-,8,i,-,-
sanj1282,k,i,-,8,i,-,-
soya1236,k,e,-,8,e,-,-
apas1235,k,i,-,8,i,-,-
apas1235,k,i,-,8,i,-,-
caca1250,k,i,-,8,i,-,-
yucu1251,k,i,-,h,i,-,-
chaz1235,k,i,-,8,i,-,-
chaz1235,k,i,-,8,i,-,-
sout3001,k,i,-,8,i,-,-
chig1239,k,i,-,8,i,-,-
coat1241,k,3,-,8,3,-,-
cuya1240,k,3,-,8,3,-,-
cuya1240,k,3,-,8,3,-,-
sant1437,t,-,-,S,i,t,a
tepe1280,t,-,-,S,i,t,a
chic1273,t,i,t,S,u,7,a
chic1273,r,u,-,h,-,-,-
sanm1298,t,-,-,S,u,h,-
copa1237,-,-,-,S,u,h,-
