language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
sout2728,-,-,-,-,-,m,-,-,3,-,-,k,-,h,-,u,-,-,-,3,-,-
nort2722,-,-,-,-,-,m,-,-,u,-,-,-,-,x,-,u,-,-,-,-,-,-
guiq1238,-,-,-,-,-,m,-,-,o,-,-,-,-,x,-,o,-,-,-,-,-,-
maru1249,-,-,-,-,-,m,-,y,i,-,-,k,-,h,-,u,-,-,-,k,-,-
pela1242,-,-,-,-,-,m,-,y,i,-,-,k,-,h,-,u,-,-,-,k,-,-
zhab1238,-,-,-,-,-,m,-,y,i,-,-,k,-,h,a,u,-,-,-,-,-,-
lash1243,-,-,-,-,-,-,-,-,-,-,-,t,S,h,-,i,-,-,-,-,-,-
nucl1310,-,-,-,-,-,m,-,-,i,-,-,k,-,h,-,u,-,-,-,i,-,-
acha1249,-,-,-,-,-,n,-,-,i,-,-,-,-,x,a,u,-,-,-,-,-,-
nusu1239,-,-,-,-,-,-,-,-,-,-,-,k,-,h,-,3,-,-,-,-,-,-
nusu1239,-,-,-,-,-,m,-,-,i,-,-,k,-,h,-,3,-,-,-,-,-,-
youl1235,-,-,-,-,-,m,-,-,i,-,-,t,-,y,-,u,-,-,-,-,-,-
rawa1265,-,-,-,-,-,m,-,-,3,-,-,-,-,-,-,e,-,-,-,r,-,-
drun1238,-,-,-,-,-,m,-,-,3,-,-,-,-,-,-,3,-,-,-,-,-,-
ersu1241,-,-,-,-,-,m,-,-,E,N,-,k,-,h,-,E,-,-,-,-,-,-
lisu1250,-,-,-,-,-,m,-,-,e,n,-,k,-,h,-,3,-,-,-,-,-,-
pumi1242,-,-,-,-,-,s,-,-,-,-,-,k,-,h,i,3,-,-,-,-,-,-
pumi1242,-,-,-,-,-,-,-,-,-,-,-,-,-,x,i,o,-,-,-,-,-,-
shix1238,-,-,-,-,-,n,-,y,E,-,-,q,-,h,-,u,-,-,-,a,-,-
namu1246,-,-,-,-,-,m,-,-,u,N,-,k,-,h,-,u,-,-,-,-,-,-
lich1241,-,-,-,-,-,m,-,-,u,-,-,k,-,h,-,3,-,-,-,-,-,-
naxi1245,-,-,-,-,-,m,-,-,v,-,-,k,-,h,-,v,-,-,-,-,-,-
khal1275,-,-,-,-,-,m,-,-,i,-,-,k,-,m,-,o,-,-,-,-,-,-
dumi1241,-,-,-,-,-,m,o,s,3,-,-,-,-,s,-,o,-,-,-,m,-,-
kulu1253,-,-,-,-,-,m,-,-,i,-,-,k,-,m,-,a,-,-,-,-,-,-
limb1266,-,-,-,-,-,m,-,-,i,-,-,k,-,h,-,o,-,-,-,7,-,-
yamp1242,-,-,-,-,-,m,-,-,E,k,-,k,-,h,-,u,-,-,-,-,-,-
sunw1242,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,u,-,-,-,n,-,-
dhim1246,-,-,-,-,-,d,-,-,u,-,-,-,-,h,-,a,-,-,-,-,-,-
chep1245,h,-,-,-,-,m,-,-,e,7,-,k,-,-,-,u,-,-,-,7,-,-
kony1248,d,-,-,u,-,b,-,-,-,-,-,-,-,-,-,o,-,-,-,N,-,-
kony1248,d,-,-,u,-,b,-,-,-,-,-,-,-,-,-,o,-,-,-,N,-,-
amdo1237,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,o,-,-,-,-,-,-
amdo1237,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,o,-,-,-,-,-,-
tibe1272,-,-,-,-,-,-,-,-,-,-,-,t,-,h,-,u,-,-,-,-,-,o
tibe1272,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,u,-,-,-,b,-,a
kham1282,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,a
jire1238,-,-,-,-,-,-,-,-,-,-,-,t,-,h,-,u,-,-,-,t,-,a
sher1255,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,u,-,-,-,t,-,E
kaik1246,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,u,-,-,p,p,-,a
dakp1242,-,-,-,-,-,m,-,-,u,-,-,g,-,-,-,u,-,-,-,-,-,-
nucl1729,-,-,-,-,-,m,-,-,i,N,-,k,-,-,-,u,-,-,-,-,-,-
thak1245,-,-,-,-,-,m,-,-,i,-,-,k,-,-,-,u,-,-,-,-,-,-
guru1261,-,-,-,-,-,m,-,-,i,-,-,g,-,-,-,u,-,-,-,-,-,-
tagi1241,-,-,-,-,-,m,-,-,3,-,-,k,-,-,-,3,-,-,-,-,-,-
nyis1236,-,-,-,-,-,m,-,-,3,-,-,k,-,k,-,3,-,-,-,-,-,-
pada1257,-,-,-,-,-,m,-,-,3,-,-,k,-,k,-,i,-,-,-,-,-,-
bori1243,-,-,-,-,-,m,-,-,3,-,-,k,-,-,-,3,-,-,-,-,-,-
apat1240,-,-,-,-,-,m,-,-,u,-,-,k,-,-,-,u,-,-,-,-,-,-
tara1313,-,-,-,-,-,m,-,-,a,-,-,k,-,h,3,u,-,-,-,-,-,-
idum1241,-,-,-,-,-,-,-,-,-,-,-,k,-,h,-,u,-,-,-,3,-,-
quey1238,-,-,-,-,-,S,-,-,-,-,-,k,-,h,-,3,-,-,-,-,-,-
horp1239,-,-,-,-,-,m,-,-,-,-,-,k,-,h,-,3,-,-,-,-,-,-
sang1321,-,-,-,-,-,m,-,-,i,-,-,k,-,h,-,u,-,-,-,-,-,-
yimc1240,-,-,-,-,-,m,-,-,o,-,-,k,-,h,-,3,-,-,-,-,-,-
chon1286,-,-,-,-,-,m,-,-,o,-,-,k,o,z,-,3,-,-,-,-,-,-
mong1332,-,-,-,-,-,m,-,-,a,-,-,k,-,-,-,3,-,-,-,-,-,-
loth1237,-,-,-,o,-,m,-,-,i,-,e,k,-,h,-,u,-,-,-,-,-,-
loth1237,-,-,-,-,-,m,-,-,i,-,-,-,-,p,-,o,-,-,-,N,-,-
poch1243,-,-,-,a,-,n,-,-,i,-,-,k,-,h,-,u,-,-,-,-,-,-
lush1249,-,-,-,-,-,m,-,e,i,-,-,k,-,h,-,u,-,-,-,-,-,-
hmar1241,-,-,-,-,-,m,-,e,i,-,-,k,-,h,-,u,-,-,-,-,-,-
haka1240,-,-,-,-,-,m,-,e,i,-,-,k,-,h,-,u,-,-,-,-,-,-
tang1336,-,-,-,-,-,m,-,e,i,-,-,k,-,h,-,u,-,-,-,t,-,-
mani1292,-,-,-,-,-,m,-,e,i,-,-,k,-,h,-,u,-,-,-,-,-,-
maon1238,-,-,-,-,-,m,-,-,i,-,-,k,-,h,-,e,-,-,-,-,-,-
khez1235,-,-,-,-,-,m,-,-,e,-,-,k,-,h,-,u,-,-,-,-,-,-
reng1255,-,-,-,-,-,m,-,-,a,-,-,k,-,h,-,u,-,-,-,-,-,-
zeme1240,-,-,-,-,-,m,-,-,i,-,-,k,-,-,-,a,-,-,-,-,-,-
lian1251,t,s,h,a,-,m,-,-,-,-,-,k,-,h,a,i,-,-,-,-,-,-
mara1379,-,-,-,a,-,m,-,-,i,m,a,k,-,-,-,a,-,-,-,-,-,-
kach1280,-,-,-,-,-,w,-,-,a,n,-,k,-,h,-,u,-,-,-,t,-,-
noct1238,-,-,-,-,-,v,-,-,a,n,-,k,-,h,-,u,-,-,-,-,-,-
wanc1238,-,-,-,-,-,v,-,-,a,n,-,k,-,-,-,u,-,-,-,t,-,-
dima1251,-,-,-,-,-,w,-,-,a,i,-,k,-,h,-,u,-,-,-,d,-,i
garo1247,-,-,-,-,-,w,-,-,a,l,-,k,-,-,-,u,-,-,-,-,-,-
akha1245,-,-,-,-,-,m,-,-,u,-,-,k,-,S,-,3,-,-,-,-,-,-
miji1239,-,-,-,-,-,-,-,-,-,-,-,t,-,h,-,u,-,-,-,N,-,-
bugu1246,b,-,-,o,e,m,-,-,u,-,-,k,-,h,-,a,-,-,-,w,-,-
manu1255,-,-,-,-,-,-,-,-,-,-,-,k,-,h,-,u,-,-,-,-,-,-
yint1235,-,-,-,-,-,m,-,-,i,-,-,k,-,a,-,u,-,-,-,-,-,-
west2409,-,-,-,-,-,-,-,-,a,-,-,k,-,h,3,3,-,-,-,-,-,-
kaya1317,-,-,-,-,-,m,-,-,e,-,-,k,-,l,-,o,-,-,-,N,m,e
kaya1317,-,-,-,-,-,m,-,-,e,-,-,k,-,l,-,o,-,-,-,N,m,e
yinb1236,-,-,-,-,-,m,-,-,i,-,-,k,l,v,-,u,-,-,-,-,-,-
geko1235,-,-,-,-,-,m,-,e,i,7,-,k,-,h,-,u,-,-,-,7,-,-
paok1235,-,-,-,-,-,m,-,-,e,-,-,-,-,l,-,u,-,-,-,-,-,-
geba1237,-,-,-,-,-,-,-,-,-,-,-,k,-,h,-,3,t,h,a,7,-,-
sgaw1245,-,-,-,-,-,-,-,-,-,-,-,k,-,h,-,3,-,-,-,7,-,-
mand1415,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,a,-,-,-,n,-,-
hakk1236,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,a,-,-,-,n,-,-
mind1253,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,e,-,-,-,N,-,-
oldc1244,-,-,-,-,-,7,-,-,i,-,-,-,-,-,-,-,-,-,-,n,-,-
jian1239,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,E,-,-,-,-,-,-
nort2732,k,-,-,-,-,h,-,-,3,e,-,k,-,h,-,a,-,-,-,-,-,-
