language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
kamw1239,k,3,-,l,y,e,k,w,a,n,d,z,a,n,d,-,-,z,a,n,g
wuzl1236,k,3,-,r,-,-,-,-,-,-,-,-,-,-,-,i,-,l,i,-,-
vame1236,k,3,-,l,-,-,-,-,-,-,-,-,a,-,k,i,-,b,e,-,-
gemz1238,k,3,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,p,e,-,L
buwa1243,h,3,-,z,-,-,-,-,-,-,-,-,o,-,d,o,-,m,o,-,w
gava1241,h,3,-,z,-,-,-,-,-,-,-,-,o,-,d,o,-,m,3,-,-
mbed1242,b,u,-,l,-,-,-,w,-,-,-,-,a,-,y,-,-,-,-,-,-
kanu1281,d,3,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
lagw1237,b,a,-,r,-,-,-,k,-,-,-,-,a,-,z,e,n,z,e,n,-
mser1242,b,a,-,r,-,-,-,k,-,-,-,-,a,-,y,a,n,y,a,n,-
afad1236,d,3,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mpad1242,d,3,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
malg1250,-,-,-,b,-,-,-,-,-,-,-,-,a,-,-,-,-,S,u,m,-
chad1249,b,a,-,7,-,-,-,-,-,-,-,-,a,-,-,-,-,T,o,m,-
maje1243,b,a,-,r,-,-,-,k,-,-,-,-,a,-,y,a,N,y,a,N,-
bata1314,g,a,-,k,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
fula1264,d,o,n,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-
