language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
kamw1239,k,-,w,a,T,a,k,-,3,-,l,y,-,-,e,-
nyim1251,k,-,-,o,t,o,r,m,o,-,l,-,-,-,-,-
molo1266,m,-,-,-,-,a,r,-,a,-,-,L,-,-,-,-
dugw1239,-,-,-,-,-,-,l,-,a,n,-,y,-,-,a,-
gemz1238,-,-,-,-,-,a,l,-,3,n,d,z,-,-,a,-
gemz1238,-,-,-,-,-,a,l,-,a,-,d,z,-,-,a,-
mbuk1243,-,-,-,-,-,-,l,-,a,n,-,y,-,-,a,-
nort3047,-,-,-,-,-,-,L,-,a,-,-,L,a,h,a,y
cuvo1236,-,-,-,-,-,-,r,-,a,-,-,T,-,-,-,-
buwa1243,-,-,-,-,-,u,r,-,o,-,-,L,-,-,-,-
gava1241,-,-,w,-,-,3,r,-,e,-,-,L,-,-,-,-
mbed1242,N,-,g,-,-,u,r,-,a,-,-,L,-,-,-,-
lagw1237,-,-,-,-,-,i,h,-,a,-,-,-,-,-,-,-
mser1242,m,u,k,-,-,u,n,-,i,-,-,-,-,-,-,-
afad1236,m,-,b,-,-,3,r,-,-,-,-,-,-,-,-,-
mpad1242,n,-,k,-,-,u,r,-,-,-,-,-,-,-,-,-
malg1250,m,-,k,-,p,3,r,-,-,-,-,-,-,-,-,-
