language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
kamw1239,-,-,-,-,-,-,L,-,-,-,-,-,-,-,o,-,-,-
lama1288,-,-,-,-,-,-,g,-,-,-,3,-,L,-,3,N,-,-
nyim1251,-,-,-,-,-,-,g,-,-,-,-,-,-,-,a,n,g,i
molo1266,-,-,-,-,a,-,r,a,n,g,a,-,w,-,a,-,-,-
molo1266,-,-,L,-,3,-,r,-,-,-,a,-,h,-,-,-,-,-
muya1243,-,-,-,-,o,-,r,3,N,g,o,-,w,-,o,-,-,-
muya1243,-,-,-,-,-,-,y,3,n,y,3,-,n,-,o,-,-,-
wuzl1236,-,-,L,-,3,-,l,-,-,-,a,-,h,-,-,-,-,-
dugw1239,-,-,-,-,a,-,r,-,n,g,a,-,w,-,a,-,-,-
mere1246,-,-,L,-,3,-,l,-,-,-,a,-,h,-,-,-,-,-
gemz1238,-,-,L,-,3,-,l,-,-,-,a,-,h,-,-,-,-,-
mbuk1243,m,3,t,-,a,-,l,-,-,-,-,-,-,-,a,-,-,-
mbuk1243,-,a,r,-,a,-,g,-,-,-,a,-,w,-,a,-,-,-
mbuk1243,-,-,l,-,a,-,l,-,-,-,-,-,-,-,a,-,-,-
nort3047,-,-,-,-,-,-,l,-,-,-,i,-,h,-,3,n,-,-
cuvo1236,-,-,k,-,e,-,l,-,-,-,-,-,v,-,e,k,-,-
buwa1243,-,-,-,-,-,-,l,-,-,-,a,-,w,-,a,n,-,-
gava1241,-,-,-,-,-,-,r,3,N,g,o,-,w,-,-,-,-,-
mbed1242,-,-,-,-,-,-,k,-,-,-,a,m,b,-,a,m,-,-
mbar1260,-,-,k,-,i,-,n,-,-,-,-,-,-,-,a,-,-,-
kanu1281,-,-,d,-,3,-,g,-,-,-,a,-,l,-,-,-,-,-
lagw1237,-,-,k,-,a,r,k,-,-,-,a,-,r,-,-,-,-,-
mser1242,-,-,-,-,a,n,g,-,-,r,i,-,-,-,-,-,-,-
afad1236,-,-,s,k,a,-,g,-,-,-,3,-,-,-,-,-,-,-
mpad1242,-,-,s,-,a,-,-,-,-,r,i,-,l,-,-,-,-,-
mpad1242,-,-,-,-,a,n,g,-,-,r,e,-,b,-,u,-,-,-
malg1250,-,-,-,-,a,n,g,-,-,r,i,-,b,-,3,-,-,-
chad1249,-,-,s,-,a,-,r,-,-,-,i,-,r,-,-,-,-,-
chad1249,-,-,-,-,a,n,g,-,-,-,a,-,r,-,e,b,-,-
zina1234,-,-,s,-,a,-,r,-,-,-,i,-,l,-,-,-,-,-
marg1265,-,-,d,-,3,-,g,-,-,-,3,-,l,-,-,-,-,-
bata1314,-,-,d,-,i,n,g,-,-,-,3,-,l,t,o,-,-,-
dghw1239,-,-,-,-,-,-,r,-,N,g,a,-,w,-,a,-,-,-
