language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
nyim1251,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,u,y,-,-,e,-,-,n,-,-,-
dugw1239,-,-,k,-,-,3,-,m,e,-,-,-,-,-,b,-,-,-,-,e,k,a,r,-,a,y
mere1246,d,-,z,-,-,-,-,-,e,-,-,-,-,-,p,-,-,-,-,e,n,3,t,-,e,-
gemz1238,-,-,-,-,-,-,-,m,e,n,e,i,t,3,v,i,l,-,-,e,k,-,N,-,a,-
nort3047,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,l,-,-,i,-,-,n,p,a,l
cuvo1236,n,-,y,-,-,-,-,-,a,-,-,-,h,-,f,a,L,a,m,a,-,-,n,-,a,-
buwa1243,-,-,-,-,-,-,-,-,o,-,-,-,-,-,t,o,l,-,-,o,n,-,t,-,o,-
gava1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,z,-,3,v
mbed1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,l,-,-,a,y,-,t,-,a,-
budu1265,-,-,-,-,-,-,-,m,3,-,-,-,-,-,-,a,d,-,-,3,-,-,g,-,a,y
kanu1281,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,o,-,-,k,-,o,-
lagw1237,-,-,h,-,-,3,n,m,-,-,-,-,-,-,-,a,t,-,-,a,-,-,d,-,e,-
mser1242,m,3,y,a,d,3,-,m,-,-,-,-,-,-,-,a,t,-,-,-,-,-,-,-,e,-
mpad1242,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,r,-,-,a,-,-,g,-,3,-
malg1250,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,r,-,-,-,-,-,g,-,3,-
