language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
kamw1239,-,-,m,-,-,-,-,d,-,-,-,-,-,i,k,3,d,a,g,a,m,b,a,-,-
suku1272,-,-,n,-,-,-,-,d,a,-,y,-,-,i,-,-,y,-,g,-,-,-,-,-,-
nyim1251,-,-,n,-,-,-,-,-,-,-,-,-,-,u,g,i,r,-,-,-,-,-,i,-,-
muya1243,-,-,m,-,-,o,-,T,o,-,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-
vame1236,d,u,b,-,-,3,r,s,a,-,-,-,-,-,w,-,-,-,-,-,-,-,a,y,-
dugw1239,-,-,n,-,-,-,-,d,a,w,m,3,t,3,v,e,l,-,-,-,-,-,e,y,-
mere1246,-,-,n,-,-,-,-,d,o,-,-,-,-,i,h,3,l,-,-,-,-,-,a,y,-
gemz1238,-,-,m,-,-,a,-,l,a,-,m,a,k,-,w,e,t,-,-,-,-,-,e,-,-
mbuk1243,-,-,m,-,-,a,-,T,a,-,m,-,-,-,-,-,-,-,-,-,-,-,a,-,-
gava1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,o,w,-
mbed1242,-,-,h,-,-,e,-,d,-,-,-,i,t,e,l,u,l,-,-,-,-,-,o,h,-
mbar1260,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,w,-
lagw1237,-,-,b,-,-,3,l,-,a,-,-,-,-,e,g,-,-,-,-,-,-,-,a,l,a
mser1242,-,-,b,-,-,3,r,s,k,-,-,-,-,-,w,-,-,-,-,-,-,-,a,l,-
afad1236,-,-,m,e,s,3,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,m,-
mpad1242,-,-,m,-,s,i,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,m,-
malg1250,-,-,m,-,-,e,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,m,-
masl1241,-,-,m,-,-,e,-,s,3,-,-,-,-,n,g,-,-,-,-,-,-,-,a,r,e
bata1314,-,-,m,-,-,a,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-
