language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
kamw1239,k,-,3,d,y,i,-,k,w,i,-,-,-,-,-,-,-,-
nyim1251,-,-,-,d,-,o,-,y,-,o,-,-,-,-,-,-,-,-
wuzl1236,-,-,-,d,-,a,N,k,-,a,-,-,-,-,-,l,a,y
dugw1239,g,-,u,d,-,o,-,k,-,o,-,-,-,-,-,-,-,-
mere1246,k,-,o,d,-,o,-,k,-,o,-,-,-,-,-,-,-,-
gemz1238,k,-,u,d,-,o,-,k,-,o,n,d,w,e,n,d,w,e
mbuk1243,k,w,a,d,-,a,-,k,w,a,-,-,-,-,-,-,-,-
nort3047,k,-,u,d,-,a,-,k,-,u,-,-,-,-,-,-,-,-
cuvo1236,g,-,u,d,-,a,-,k,w,a,-,-,-,-,-,w,-,-
buwa1243,k,w,o,d,-,o,-,k,w,o,-,-,-,-,-,-,-,-
gava1241,k,w,o,d,-,o,-,k,w,o,-,-,-,-,-,-,-,-
kanu1281,-,-,-,d,-,a,n,g,-,a,-,-,-,-,-,l,-,i
lagw1237,-,-,-,d,-,a,n,k,-,a,-,-,-,-,-,l,-,i
mser1242,-,-,-,b,-,a,n,g,-,a,-,-,-,-,-,w,-,-
afad1236,-,-,-,d,-,a,n,k,-,a,-,-,-,-,-,l,-,i
mpad1242,-,-,-,b,-,a,n,g,-,a,-,-,-,-,-,w,-,-
mpad1242,-,-,-,d,-,a,n,k,-,a,-,-,-,-,-,l,-,i
malg1250,-,-,-,d,-,a,n,k,-,a,-,-,-,-,-,l,-,i
chad1249,-,-,-,b,-,a,n,g,-,a,-,-,-,-,-,w,-,-
haus1257,-,-,-,d,-,a,n,k,-,a,-,-,-,-,-,l,-,i
fula1264,-,-,-,d,-,a,N,k,-,a,-,-,-,-,-,l,-,i
