language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
kamw1239,-,-,-,k,3,-,k,a,-,-,-,-,-,-
nyim1251,-,-,-,k,o,m,b,a,-,-,-,-,-,-
wuzl1236,-,-,-,-,-,-,b,a,k,a,-,-,-,y
dugw1239,m,3,-,L,3,m,b,3,l,e,y,-,-,-
mere1246,-,-,-,h,3,-,h,a,r,-,-,-,-,-
gemz1238,m,e,-,L,3,m,b,3,l,e,-,-,-,-
nort3047,-,-,-,-,-,-,b,u,l,a,g,w,a,f
buwa1243,w,e,s,k,e,-,-,-,-,-,-,-,-,d
buwa1243,-,-,-,g,o,-,-,-,-,-,-,-,-,m
gava1241,-,-,-,g,o,-,-,-,-,-,-,-,-,m
mbed1242,-,-,-,g,a,-,-,-,-,-,-,-,-,m
kanu1281,-,-,-,d,-,-,-,u,n,-,g,-,i,n
lagw1237,g,a,-,l,a,-,w,u,-,-,-,-,-,n
mser1242,-,-,-,t,-,-,-,o,-,-,-,-,-,-
afad1236,-,-,-,d,o,-,-,u,-,-,-,-,-,n
mpad1242,-,-,-,d,o,-,-,-,-,-,-,-,-,-
malg1250,-,-,-,d,a,-,w,u,-,-,-,-,-,n
