language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
kamw1239,-,-,-,b,-,a,-,h,-,-,o,-,-,-,-,-
nyim1251,-,-,-,k,-,o,-,d,-,-,o,-,m,-,-,-
muya1243,-,-,-,k,-,u,-,T,-,-,o,-,k,-,-,-
muya1243,-,-,-,k,-,3,-,T,-,-,e,-,k,-,-,-
dugw1239,-,-,-,k,-,w,e,t,e,h,e,-,-,-,-,N
mere1246,-,-,-,-,-,-,-,t,-,s,e,-,k,u,-,N
gemz1238,-,-,-,t,-,s,3,d,-,-,e,-,k,w,e,N
nort3047,-,-,-,-,-,-,-,m,-,-,e,-,-,-,-,-
cuvo1236,-,-,-,k,-,u,-,-,-,s,e,t,k,-,a,-
buwa1243,T,e,-,k,-,u,-,d,-,-,e,-,-,-,-,-
gava1241,-,-,-,k,-,o,-,y,-,-,i,-,k,-,-,-
mbed1242,-,-,-,-,-,i,-,s,-,-,i,-,t,-,-,-
budu1265,m,i,n,d,-,3,-,T,-,-,i,-,-,-,-,-
lagw1237,-,-,-,t,-,a,-,b,-,-,u,-,-,-,-,-
mser1242,s,-,-,7,-,e,-,y,-,-,-,-,-,-,-,-
mpad1242,k,-,-,7,-,a,-,S,-,-,i,-,-,-,-,-
malg1250,-,-,-,d,-,a,-,b,-,-,3,-,-,-,-,-
bata1314,-,-,-,k,p,a,-,w,-,-,-,-,-,-,-,-
dghw1239,-,-,-,w,-,a,-,r,-,k,e,-,-,-,-,-
