language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
kamw1239,-,-,d,-,-,-,-,-,-,-,a,n,-,T,-,i,k,a,-,-,-,-,-,-,-
nyim1251,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,u,k,u,-,-,-,-,-,-,-
muya1243,-,-,b,o,s,k,-,-,-,-,o,-,-,d,-,-,-,i,-,-,-,-,-,-,-
muya1243,-,-,-,-,-,-,-,-,-,-,e,n,-,d,-,3,w,i,-,-,-,-,-,-,-
wuzl1236,-,-,-,-,-,-,-,-,-,-,a,n,-,d,-,i,w,i,-,-,-,-,-,-,-
vame1236,-,-,-,-,-,-,-,-,-,-,a,n,-,d,y,i,w,e,s,a,l,a,y,-,-
dugw1239,-,-,-,-,-,-,-,-,-,g,e,-,-,r,-,-,-,e,-,-,-,-,-,-,-
mere1246,-,-,-,-,-,-,-,m,3,k,a,-,-,l,-,-,k,a,-,-,-,-,b,o,w
gemz1238,p,e,t,e,-,k,e,m,a,k,a,-,-,l,-,-,-,a,-,-,-,a,b,3,-
mbuk1243,-,-,t,e,-,g,-,-,-,w,e,-,-,r,-,-,-,e,-,-,-,-,-,-,-
nort3047,-,-,-,-,-,k,u,m,-,-,a,-,-,y,-,-,-,i,-,-,-,-,-,-,-
cuvo1236,-,-,r,3,-,k,-,-,-,w,a,-,-,t,-,-,-,-,-,-,-,-,-,-,-
gava1241,-,-,d,e,N,k,-,-,-,-,i,-,-,T,-,-,-,-,-,-,-,-,-,-,-
mbed1242,-,-,d,e,N,k,-,-,-,-,3,-,-,t,-,-,S,e,-,-,-,-,-,-,-
kanu1281,-,-,-,-,-,y,a,m,-,f,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lagw1237,-,-,n,-,-,g,u,m,-,-,a,-,-,z,-,-,-,i,-,-,-,-,-,-,-
mser1242,-,-,n,-,-,g,u,m,-,-,a,-,-,y,-,-,-,i,-,-,-,-,-,-,-
mpad1242,-,-,-,-,-,y,e,m,-,b,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
malg1250,-,-,-,-,-,t,u,m,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-
chad1249,-,-,-,-,-,T,a,m,-,-,i,-,-,s,-,-,-,-,-,-,-,-,-,-,-
bata1314,-,-,-,-,-,b,-,-,-,-,a,w,u,t,-,-,-,o,-,-,-,-,-,-,-
