language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
nyim1251,k,i,-,m,-,b,i,l,-,-,i,-,-,-,-,-,-,-,-,-
dugw1239,k,3,l,m,3,s,e,r,-,-,e,-,-,-,-,-,-,-,-,-
mere1246,-,-,-,m,3,s,e,r,-,-,e,-,k,-,-,-,-,-,-,-
gemz1238,-,-,-,m,e,s,e,r,-,-,e,-,k,n,d,u,z,a,N,e
nort3047,-,-,-,-,-,T,i,t,-,-,a,-,-,-,-,-,-,-,-,-
cuvo1236,-,-,-,v,-,-,e,n,-,y,e,-,h,-,-,-,-,-,-,-
buwa1243,-,-,-,v,-,-,e,n,-,y,e,-,h,-,-,-,-,-,-,-
gava1241,-,-,-,k,-,-,o,-,-,r,o,m,s,-,-,-,-,o,-,-
mbed1242,-,-,-,v,-,-,e,N,t,S,3,-,h,-,-,-,-,3,-,w
kanu1281,-,-,-,n,-,y,i,t,-,-,a,-,-,-,-,-,-,-,-,-
kanu1281,-,-,-,n,-,y,i,t,-,-,o,-,-,-,-,-,-,-,-,-
lagw1237,-,-,-,w,a,s,e,n,-,-,a,-,-,-,-,-,-,-,-,-
mser1242,-,-,-,-,-,S,i,t,-,-,a,-,-,-,-,-,-,-,-,-
afad1236,-,-,-,-,-,T,i,t,-,-,a,-,-,-,-,-,-,-,-,-
mpad1242,-,-,-,w,a,s,e,n,-,-,a,-,-,-,-,-,-,-,-,-
mpad1242,-,-,-,-,-,s,i,t,-,-,a,-,-,-,-,-,-,-,-,-
malg1250,-,-,-,-,-,S,i,t,-,-,a,-,-,-,-,-,-,-,-,-
chad1249,-,-,-,-,-,T,a,t,-,-,e,-,-,-,-,-,-,-,-,-
fula1264,-,-,-,-,-,T,i,t,-,-,a,-,-,-,-,-,-,-,-,-
