language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
kamw1239,m,-,-,T,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
psik1239,m,-,-,T,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
lama1288,-,-,-,g,-,-,-,3,-,-,-,r,-,-,-,a,-,-,-,-,-,-,-,-,-,-
lama1288,-,-,-,g,-,-,-,-,-,-,-,r,-,-,-,a,-,-,d,-,-,-,-,-,-,-
nyim1251,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,a,-,-,p,-,t,i,k,i,-,-
molo1266,-,-,-,T,-,-,-,e,-,-,-,T,-,-,-,e,-,-,w,-,-,-,-,-,-,-
muya1243,-,-,-,k,-,-,-,i,-,-,-,l,-,-,-,e,-,-,r,-,-,-,-,o,-,-
muya1243,d,-,o,w,-,-,-,o,-,-,-,l,-,-,-,i,-,-,-,-,-,-,-,-,-,-
muya1243,-,-,-,k,-,-,-,i,-,-,-,l,-,-,-,e,-,-,k,-,-,-,-,-,-,-
muya1243,-,-,-,w,-,-,-,u,-,-,-,r,-,-,-,o,-,-,-,-,-,-,-,-,-,-
wuzl1236,-,-,-,-,-,-,-,a,-,-,-,L,-,-,-,3,-,-,v,-,-,-,-,a,-,-
vame1236,-,-,-,y,-,-,-,a,-,-,-,g,-,-,-,a,-,-,-,-,-,-,-,-,-,-
dugw1239,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,a,-,-,m,-,-,-,-,-,-,-
mere1246,-,-,-,d,-,-,-,-,-,-,-,z,-,-,-,a,-,-,m,-,-,-,-,-,-,-
gemz1238,-,-,-,m,-,-,-,a,-,-,-,L,-,-,-,a,-,-,-,-,-,-,-,-,-,-
mbuk1243,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,a,-,-,r,-,-,-,-,-,-,-
nort3047,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,o,-,-,m,o,d,-,-,o,-,-
cuvo1236,-,-,-,g,-,-,-,a,-,-,-,l,-,-,-,a,-,-,-,-,-,-,-,-,-,-
cuvo1236,m,a,n,d,-,-,-,a,-,-,-,l,-,-,-,a,-,-,-,-,-,-,-,-,-,-
buwa1243,N,-,-,g,-,-,-,o,m,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
gava1241,N,-,-,g,w,o,n,o,m,-,-,b,-,-,-,3,-,-,-,-,-,-,-,-,-,-
mbed1242,m,a,-,d,-,-,-,a,-,-,-,y,-,-,n,a,-,-,-,-,-,-,-,-,-,-
mofu1248,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,a,-,-,m,-,-,-,-,-,-,-
mbar1260,-,-,-,g,-,-,-,i,-,-,-,l,-,-,-,a,-,-,m,-,-,-,-,-,-,-
mbar1260,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,a,-,-,m,-,-,-,-,a,n,-
budu1265,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,a,-,-,b,-,-,-,-,a,-,-
kanu1281,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,a,-,-,w,-,-,-,-,a,-,-
lagw1237,-,-,-,g,-,-,-,u,l,i,e,z,3,v,e,a,-,-,m,-,-,-,-,a,n,-
mser1242,-,-,-,b,-,-,-,-,l,-,-,-,-,-,-,a,-,-,m,-,-,-,-,u,-,-
afad1236,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,a,-,-,b,-,-,-,-,a,-,-
mpad1242,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,a,-,-,b,-,-,-,-,a,-,-
malg1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,e,l,u
chad1249,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,a,h,i,b,-,-,-,-,-,-,-
zina1234,-,-,-,m,-,-,-,3,-,-,-,l,-,-,-,-,-,-,m,-,-,-,-,a,-,-
maje1243,-,-,-,-,-,-,-,u,y,-,-,y,-,-,-,-,-,-,-,-,-,-,-,a,-,-
marg1265,m,-,-,w,-,-,-,a,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bata1314,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,a,-,-,m,-,-,-,-,e,-,-
dghw1239,-,-,-,g,-,-,-,3,-,-,-,r,-,-,-,a,-,-,-,-,-,-,-,-,-,-
