language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
kamw1239,-,-,k,-,-,-,-,-,-,3,r,g,-,-,o,-,-,-
nyim1251,-,-,m,a,-,-,-,-,-,i,-,g,u,w,a,-,-,-
wuzl1236,g,u,b,a,-,r,-,-,h,i,-,z,-,-,a,N,-,-
wuzl1236,-,-,-,a,-,L,a,-,h,i,-,z,-,-,a,N,-,-
vame1236,d,u,s,a,n,d,-,-,-,i,-,l,-,-,a,w,-,-
dugw1239,-,-,n,-,-,d,a,w,t,3,-,v,-,-,a,d,-,-
mere1246,-,-,-,-,-,-,-,-,t,3,-,v,-,-,a,d,-,-
gemz1238,-,-,m,a,-,l,a,-,t,3,-,v,-,-,a,d,-,-
mbuk1243,-,-,m,3,-,l,-,-,-,u,-,g,-,-,o,r,-,-
nort3047,-,-,m,-,-,-,-,-,-,u,-,v,-,-,o,d,-,-
cuvo1236,-,-,m,-,-,-,-,-,-,3,-,L,-,-,a,-,-,-
buwa1243,-,-,m,-,-,-,-,-,-,-,-,L,-,-,o,-,-,-
gava1241,-,-,m,-,-,-,-,-,-,-,-,L,-,-,o,-,-,-
mbed1242,-,-,m,-,-,b,-,-,-,u,-,L,-,-,a,-,-,-
mbar1260,-,-,-,-,-,-,-,-,-,-,-,g,-,-,i,L,-,-
lagw1237,-,-,m,-,-,-,-,-,-,i,-,g,-,-,a,n,-,-
mser1242,-,-,m,-,-,-,-,-,-,i,-,g,-,-,a,n,-,-
afad1236,-,-,m,-,-,-,-,-,-,e,-,g,-,-,a,r,3,w
mpad1242,-,-,m,-,-,-,-,-,-,i,-,g,-,-,a,n,-,-
malg1250,-,-,m,-,-,-,-,-,-,e,-,g,-,-,a,n,-,-
masl1241,-,-,m,-,-,-,-,-,-,e,-,g,-,-,a,n,-,-
maje1243,-,a,b,-,-,-,-,-,-,a,-,g,-,-,a,m,o,-
marg1266,-,-,k,-,-,y,-,-,-,a,-,g,-,-,a,-,-,-
bata1314,-,-,k,-,-,-,-,-,-,3,-,l,-,-,a,-,-,-
