language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
molo1266,-,-,-,T,3,-,-,y,-,e,n,-
muya1243,-,-,-,y,3,-,-,r,-,o,-,-
muya1243,-,-,-,y,i,-,-,y,-,i,N,-
muya1243,-,-,-,y,3,-,-,r,-,o,-,-
muya1243,-,-,-,y,i,-,-,y,-,i,N,-
wuzl1236,-,d,-,z,3,-,-,r,-,o,-,-
vame1236,-,d,-,z,3,-,-,r,-,e,-,-
dugw1239,-,-,-,y,3,-,-,y,-,e,N,-
mere1246,-,d,-,z,3,n,d,z,-,e,N,-
mere1246,-,d,-,z,3,n,d,z,-,e,N,-
nort3047,-,-,-,y,i,-,-,y,-,e,N,-
mbuk1243,-,-,-,y,3,n,-,y,-,e,n,-
cuvo1236,-,-,-,t,3,-,-,r,-,e,k,w
mbed1242,-,d,-,Z,i,-,d,Z,-,e,N,-
kamw1239,n,d,-,z,i,-,-,r,-,-,-,-
lagw1237,-,-,-,z,3,-,-,n,h,a,-,-
mser1242,-,a,-,z,3,-,-,n,-,-,-,-
afad1236,-,t,-,s,3,-,-,r,y,o,-,-
mpad1242,-,-,-,s,3,-,-,r,i,o,-,-
malg1250,-,-,-,s,3,-,-,r,i,a,-,-
budu1265,-,a,e,y,i,-,-,n,-,-,-,-
maje1243,-,-,-,t,a,-,-,k,w,a,-,-
mbar1260,-,-,-,d,i,-,-,n,-,a,y,-
