language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
vame1236,-,-,-,-,a,-,-,l,a,y
dugw1239,-,-,-,-,a,-,-,h,a,r
dugw1239,-,-,-,-,-,-,-,l,a,y
mere1246,-,-,-,-,a,-,-,h,a,r
mere1246,-,h,-,-,3,-,-,l,a,y
nort3047,-,-,-,-,-,-,-,h,a,N
buwa1243,-,-,-,-,-,-,-,r,o,-
gava1241,-,-,-,-,-,-,-,r,o,-
mbed1242,n,d,-,-,3,-,-,r,a,-
kamw1239,-,-,-,-,-,-,-,b,e,-
lagw1237,m,p,-,-,a,-,-,l,a,-
mser1242,m,p,-,-,a,-,-,l,a,-
afad1236,m,b,-,-,3,-,-,l,a,-
mpad1242,m,b,-,-,a,-,-,l,a,-
malg1250,m,b,-,-,a,-,-,l,a,-
masl1241,m,b,-,-,a,-,-,l,a,-
maje1243,-,k,-,-,u,-,-,s,a,-
mbar1260,-,-,-,-,-,-,-,s,e,-
gaan1243,m,b,3,r,a,h,e,r,a,-
dghw1239,-,-,-,d,3,v,-,-,a,-
