language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
kamw1239,-,-,-,-,-,-,-,y,-,-,e,-,-,m,-,y,-,i,-
psik1239,-,-,-,-,-,-,-,y,-,-,e,-,-,m,-,-,-,u,-
lama1288,-,-,-,-,-,-,-,-,-,-,i,-,-,m,-,-,-,i,-
nyim1251,-,-,-,-,-,-,d,y,-,-,i,-,-,m,-,-,-,-,-
molo1266,-,-,-,-,-,-,-,y,-,-,a,-,-,m,-,-,-,-,-
wuzl1236,-,-,-,-,-,-,-,y,-,-,a,-,-,m,-,-,-,-,-
vame1236,v,3,r,n,a,a,h,w,-,-,a,-,-,m,-,-,-,-,-
vame1236,-,-,-,-,-,a,h,w,-,-,a,-,-,m,-,-,-,-,-
dugw1239,-,-,-,-,-,-,-,y,-,-,a,-,-,m,-,-,-,-,-
dugw1239,-,-,-,-,-,-,-,y,-,-,a,-,-,m,-,-,-,-,-
mere1246,-,-,-,-,-,-,-,y,-,-,a,-,-,m,-,-,-,-,-
mbuk1243,z,3,l,-,-,a,-,k,-,-,a,-,-,-,-,-,-,-,-
mbuk1243,-,-,-,-,-,a,-,7,-,-,a,-,-,m,-,-,-,-,-
nort3047,-,-,-,-,-,-,-,y,-,-,a,-,-,m,-,-,-,-,-
cuvo1236,-,-,-,-,-,-,-,y,-,-,a,-,-,m,-,-,-,-,-
buwa1243,-,-,-,-,-,-,-,y,-,-,o,-,-,m,-,-,-,-,-
gava1241,-,-,-,-,-,-,-,y,-,-,3,-,-,m,-,-,-,-,-
mbed1242,-,-,-,-,-,-,-,y,-,-,i,-,-,m,-,-,-,-,-
mofu1248,-,-,-,-,-,-,-,y,-,-,a,-,-,m,-,-,-,-,-
mofu1248,-,-,-,-,-,-,-,y,-,-,a,-,-,m,-,-,-,-,-
bald1241,-,-,-,-,-,-,-,y,-,-,a,-,-,m,a,s,-,i,7
mbar1260,-,-,-,-,-,-,-,7,-,-,a,-,-,m,-,-,-,-,-
budu1265,-,-,-,-,-,-,-,-,-,-,a,-,-,m,-,-,-,a,y
kanu1281,-,-,-,-,-,-,n,y,-,-,i,-,-,-,-,-,-,-,-
lagw1237,-,-,-,-,-,-,-,-,-,-,a,-,-,m,-,-,-,-,-
mser1242,-,-,-,-,-,-,-,-,-,-,a,-,-,m,-,-,-,-,-
afad1236,-,-,-,-,-,-,-,-,-,-,a,-,-,m,-,-,-,e,-
mpad1242,-,-,-,-,-,-,-,-,-,-,a,-,-,m,-,-,-,e,-
malg1250,-,-,-,-,-,-,-,-,-,-,a,-,-,m,-,-,-,-,-
chad1249,-,-,-,-,-,-,-,-,-,-,a,l,-,m,-,-,-,i,-
zina1234,-,-,-,-,-,-,-,-,-,-,a,-,-,m,-,-,-,i,-
maje1243,-,-,-,-,-,-,-,-,-,-,a,7,3,m,-,-,-,-,-
marg1265,-,-,-,-,-,-,-,7,-,-,i,-,-,m,-,-,-,i,-
marg1266,-,-,-,-,-,-,-,-,-,-,i,-,-,m,-,-,-,i,-
mafa1239,-,-,-,-,-,-,-,y,-,-,a,-,-,m,-,-,-,-,-
bata1314,-,-,-,-,-,-,-,h,-,-,a,-,-,b,-,y,e,e,-
hwan1240,-,-,-,-,-,-,-,-,-,-,a,-,-,m,-,-,-,a,-
dghw1239,-,-,-,-,-,-,-,y,i,w,e,-,-,-,-,-,-,-,-
