language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
nyim1251,-,-,-,-,g,o,-,-,-,-,-,-,f,-,i,-,-,-,-,-,-,-,-
dugw1239,-,-,-,-,g,o,-,-,-,-,-,-,v,-,o,k,-,-,-,-,-,-,-
mere1246,-,-,-,-,g,o,-,-,-,-,-,-,v,-,o,k,-,-,-,-,-,-,-
gemz1238,-,-,-,-,g,u,-,-,-,-,-,-,v,-,o,k,d,a,g,u,d,a,m
nort3047,y,e,y,e,g,-,-,-,-,-,-,-,w,-,e,L,-,-,-,-,-,-,-
cuvo1236,-,-,-,-,L,a,-,-,-,-,N,-,g,-,a,T,-,-,-,-,-,-,-
buwa1243,-,-,-,-,N,-,-,-,-,-,-,-,k,-,e,m,-,-,-,-,-,-,-
gava1241,-,-,-,-,N,-,-,-,-,-,-,-,k,-,e,m,-,-,-,-,-,-,-
mbed1242,-,-,-,-,N,-,-,-,-,-,-,-,k,-,3,m,-,-,-,-,-,-,-
budu1265,-,-,-,-,k,a,n,g,-,a,-,-,l,i,3,-,-,-,-,-,-,-,-
kanu1281,-,-,-,-,k,a,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-
mser1242,-,-,-,-,k,a,-,-,-,-,-,-,k,-,o,-,-,-,-,-,-,-,-
afad1236,-,-,-,-,-,-,-,s,-,i,l,m,-,-,e,-,-,-,r,e,-,-,-
mpad1242,-,-,-,-,k,o,-,l,o,3,l,m,f,-,o,-,-,-,-,-,-,-,-
malg1250,-,-,-,-,g,a,-,-,-,-,-,-,g,-,o,-,-,-,-,-,-,-,-
masl1241,-,-,-,-,g,a,-,-,-,-,-,-,g,-,o,-,-,-,-,-,-,-,-
