language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
kamw1239,-,-,-,-,-,t,3,-,r,-,-,-,m,-,o
kamw1239,-,-,-,-,-,t,3,-,r,-,-,i,m,-,o
nyim1251,-,-,-,-,-,d,o,-,-,-,-,-,m,-,a
molo1266,-,T,e,T,e,w,-,-,k,-,-,-,-,-,-
wuzl1236,a,m,-,-,-,b,3,-,k,-,-,a,m,-,-
wuzl1236,-,m,-,-,-,b,u,-,k,-,-,o,m,-,-
dugw1239,-,-,-,-,-,d,3,-,r,-,-,o,m,-,-
dugw1239,-,e,-,-,-,d,-,-,r,-,-,e,m,-,-
gemz1238,-,m,-,-,-,b,u,-,k,-,-,o,m,-,-
gemz1238,-,m,-,-,-,b,u,-,k,-,-,o,m,-,-
mbuk1243,-,-,-,-,-,l,3,-,k,-,-,a,m,-,-
nort3047,-,-,-,-,-,d,u,-,r,-,-,o,m,-,-
cuvo1236,-,-,-,-,-,d,3,-,r,-,-,e,m,-,-
buwa1243,-,-,-,-,-,f,o,-,r,-,-,o,m,-,-
buwa1243,-,-,-,-,-,t,e,-,t,-,-,e,n,-,e
gava1241,-,-,-,-,-,f,o,-,r,-,-,o,m,-,-
mbed1242,-,-,-,-,-,f,a,-,r,-,-,a,m,-,-
bald1241,-,-,-,-,-,d,u,-,r,-,-,u,m,-,-
mbar1260,-,-,-,-,-,m,o,-,h,-,-,o,-,-,-
kanu1281,-,-,-,-,-,k,a,n,g,-,-,a,d,-,i
lagw1237,-,-,-,-,-,-,-,-,k,-,-,a,l,L,u
mser1242,-,-,-,-,-,l,a,-,g,-,-,a,r,-,-
afad1236,-,-,-,-,-,k,a,n,g,-,-,a,l,-,i
mpad1242,-,-,-,-,-,l,a,-,g,-,-,a,n,-,-
malg1250,-,-,-,-,-,l,a,-,g,-,-,a,n,-,-
masl1241,-,-,-,-,-,l,a,-,g,-,-,a,r,-,e
zina1234,-,-,-,-,-,-,a,h,w,-,-,a,l,-,-
maje1243,-,-,-,-,-,m,3,h,u,-,-,e,-,-,-
dghw1239,-,-,-,-,-,d,3,-,r,a,w,a,-,-,-
