language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
kamw1239,-,-,-,-,-,-,-,m,-,-,-,b,u,l,-,a,-
nyim1251,-,-,-,-,-,-,-,m,-,-,-,b,u,r,-,u,n
wuzl1236,-,-,s,-,3,-,-,m,-,-,-,-,a,r,-,-,-
vame1236,-,-,-,-,-,-,-,b,-,-,-,-,a,h,k,a,-
dugw1239,-,-,h,w,a,f,y,m,-,-,-,b,3,l,-,o,r
mere1246,-,-,-,-,-,-,-,m,-,-,-,b,u,l,-,o,r
gemz1238,d,e,r,-,e,-,L,m,-,-,-,b,u,l,-,o,r
mbuk1243,-,-,-,-,-,-,-,m,-,-,-,-,a,k,-,a,-
nort3047,-,-,-,-,-,-,-,m,-,-,-,b,u,l,-,a,m
cuvo1236,-,-,-,-,-,-,-,m,-,-,-,b,3,l,-,a,m
buwa1243,-,-,-,-,-,-,-,m,-,-,-,b,-,-,-,o,-
gava1241,-,-,7,-,3,-,-,m,-,-,-,b,-,-,-,o,-
mbed1242,-,-,-,-,-,-,-,m,-,u,-,w,-,-,-,a,-
kanu1281,-,-,t,-,a,-,-,m,-,s,u,w,-,-,-,u,-
lagw1237,-,-,-,-,-,-,-,m,3,s,-,7,-,-,-,a,-
mser1242,-,-,-,-,a,-,-,m,-,s,-,7,-,-,-,o,-
afad1236,-,-,-,-,a,-,-,m,-,s,-,7,-,-,-,o,-
mpad1242,-,-,-,-,a,-,-,m,-,s,-,7,-,-,-,o,-
malg1250,-,-,-,-,a,-,-,m,-,s,-,7,-,-,-,a,-
