language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
kamw1239,-,h,a,-,-,-,l,-,-,-,y,-,-,-,-,i,-
nyim1251,-,g,a,-,-,-,d,-,-,-,y,-,-,-,-,e,-
molo1266,-,t,a,-,-,n,d,-,a,-,y,-,-,-,-,-,-
wuzl1236,-,t,a,-,-,n,d,-,a,-,y,-,-,-,-,-,-
dugw1239,-,t,a,-,-,n,d,-,a,-,y,-,-,-,-,-,-
dugw1239,-,d,a,-,-,n,d,-,a,-,y,-,-,-,-,-,-
mere1246,-,-,-,-,-,-,g,-,a,-,y,i,k,u,t,e,s
gemz1238,-,d,e,-,-,n,d,-,e,-,-,-,-,-,-,-,-
gemz1238,-,t,a,-,-,n,d,-,a,-,y,-,-,-,-,-,-
nort3047,-,t,a,-,-,n,d,-,a,-,y,-,-,-,-,-,-
cuvo1236,-,w,i,-,-,-,d,-,a,-,T,-,-,-,-,-,-
buwa1243,-,g,e,-,-,-,l,-,e,-,-,-,-,-,-,-,-
gava1241,-,g,o,-,-,-,l,-,i,-,-,-,-,-,-,-,-
mbed1242,-,w,3,-,-,n,d,Z,i,-,d,-,-,-,-,-,-
budu1265,-,-,a,-,-,n,d,-,a,-,y,-,-,-,-,-,-
kanu1281,-,k,a,-,-,-,l,-,3,-,m,-,-,-,-,-,-
lagw1237,-,-,-,-,-,n,d,-,3,-,d,-,-,-,-,e,-
mser1242,-,g,3,l,i,n,g,-,u,-,r,-,-,-,-,e,-
afad1236,m,b,3,-,-,r,d,-,o,-,-,-,-,-,-,-,-
mpad1242,-,-,e,-,-,n,d,-,3,-,-,-,-,-,-,-,-
malg1250,-,h,a,-,-,n,d,-,o,-,w,-,-,-,-,e,-
maje1243,-,b,a,-,-,-,y,-,a,-,N,-,-,-,-,-,-
bata1314,-,-,-,-,-,-,r,-,e,k,y,-,-,-,-,e,-
