language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
kamw1239,-,-,-,-,-,d,-,i,-,-,-,d,-,i,-,-,-,-,-,-,-,-
nyim1251,-,-,-,-,-,d,y,i,-,-,-,l,-,o,-,-,m,-,-,-,-,-
dugw1239,-,-,-,-,-,-,-,o,-,-,-,z,-,o,-,-,z,-,-,-,-,-
mere1246,-,-,-,-,-,d,-,o,-,-,-,z,-,o,-,-,z,-,-,-,-,-
gemz1238,-,-,-,-,-,h,-,o,-,-,-,z,-,o,-,-,z,-,-,-,-,-
mbuk1243,-,-,-,-,-,-,-,u,-,-,-,z,-,o,-,-,z,-,-,-,-,-
nort3047,-,-,-,-,-,m,-,o,-,-,-,z,-,o,-,-,z,o,r,-,-,-
cuvo1236,-,-,-,-,-,-,-,-,-,-,-,z,-,a,-,-,r,-,d,a,k,-
buwa1243,-,-,-,-,-,s,-,o,-,-,r,d,-,o,-,-,-,-,-,-,-,-
mbed1242,-,-,-,-,-,f,-,e,w,b,l,-,-,e,-,-,k,-,-,-,-,-
kanu1281,-,-,-,-,-,s,-,u,w,-,i,y,-,o,-,-,-,-,-,-,-,-
lagw1237,-,m,b,i,-,h,-,e,-,-,-,b,-,u,l,u,l,-,-,a,L,3
mser1242,-,m,b,i,a,S,-,i,-,-,-,f,-,o,-,-,-,-,-,-,-,-
mpad1242,-,-,-,-,-,s,-,o,-,-,-,b,-,a,-,-,-,-,-,-,-,-
malg1250,-,-,-,-,-,t,-,a,-,-,-,y,-,u,-,-,r,-,-,-,-,-
chad1249,-,m,-,-,-,-,-,-,-,-,-,-,-,u,-,-,x,-,-,-,-,-
maje1243,a,m,l,a,a,s,-,i,-,-,-,s,7,e,-,-,-,-,-,-,-,-
