language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
kamw1239,d,3,r,i,n,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
nyim1251,-,-,-,-,n,-,-,-,-,-,y,i,-,-,-,-,-,-,-,-,-,-,-,-,-
molo1266,-,-,-,-,n,-,-,-,-,-,d,3,l,-,-,k,-,-,-,-,a,d,a,y,-
muya1243,-,-,-,-,n,-,-,-,-,-,d,i,-,-,-,g,-,-,-,-,i,d,-,-,-
wuzl1236,-,-,-,-,p,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,d,a,y,-
vame1236,-,-,-,-,m,-,-,-,-,-,-,3,-,-,-,t,-,-,-,-,e,d,i,y,a
vame1236,-,-,-,-,m,-,-,-,-,-,-,i,-,-,-,t,y,-,-,-,a,d,-,y,a
dugw1239,-,-,-,-,m,3,-,-,-,n,d,e,l,-,-,k,-,-,-,-,e,d,e,y,-
mere1246,-,-,-,-,-,-,-,-,-,-,s,a,-,-,-,h,-,-,-,-,a,-,-,-,-
gemz1238,-,-,-,-,m,e,-,-,-,-,t,3,-,-,-,h,-,-,-,-,e,n,e,-,-
mbuk1243,-,-,-,-,-,-,-,-,-,-,T,3,l,-,-,-,-,-,-,-,E,b,-,-,-
mbuk1243,-,-,-,-,n,-,-,-,-,-,d,3,l,-,-,k,-,-,-,-,e,d,-,-,-
nort3047,-,-,-,-,-,-,-,-,-,-,t,i,r,n,a,g,-,-,-,-,o,d,-,-,-
cuvo1236,-,-,-,-,n,3,-,-,-,-,T,-,-,-,-,k,-,-,-,-,a,d,a,-,-
buwa1243,-,-,-,-,n,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-
gava1241,-,-,-,-,n,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-
mbed1242,-,-,-,-,n,e,f,e,d,n,d,e,-,-,-,f,-,-,-,-,e,d,-,-,-
mbar1260,-,-,-,-,n,-,-,-,-,-,-,i,-,-,-,k,-,-,-,-,-,-,-,-,-
lagw1237,-,-,-,-,n,-,-,-,-,-,-,-,-,-,a,w,-,-,-,-,u,n,-,-,-
mser1242,-,-,-,-,n,-,-,-,-,-,-,i,-,-,a,k,-,-,-,-,a,-,-,-,-
afad1236,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,k,3,r,-,g,a,-,-,-,-
mpad1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,a,d,3,g,a,-,-,-,-
mpad1242,-,-,-,-,n,-,-,-,-,-,-,i,-,-,-,k,-,7,-,-,3,-,-,-,-
malg1250,-,-,-,-,n,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,a,-,-,-,-
chad1249,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,h,-,-,-,-,i,s,-,-,-
bata1314,-,-,-,-,n,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
