language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
kamw1239,-,-,-,-,-,t,-,3,r,i,d,-,i,n,t,-,o,-,-
nyim1251,-,-,-,-,-,S,-,o,r,-,d,-,-,-,-,-,a,-,-
molo1266,-,-,n,-,-,d,-,o,r,-,d,-,-,-,-,-,o,-,y
dugw1239,m,3,n,-,-,d,-,u,-,-,d,-,e,u,y,b,a,-,-
gemz1238,-,-,n,-,-,d,-,u,-,-,d,-,-,-,-,-,a,-,-
mbuk1243,-,-,n,-,-,d,-,3,-,-,d,-,-,-,-,-,o,-,y
mbuk1243,-,-,-,-,-,-,-,-,-,-,L,-,-,-,-,-,o,-,-
mbuk1243,-,-,n,-,-,d,-,3,-,-,d,-,-,-,-,-,o,-,y
nort3047,-,-,-,-,-,w,-,u,-,-,t,k,a,-,g,w,a,-,f
cuvo1236,-,-,m,-,a,r,-,-,-,-,d,-,-,-,-,-,a,-,-
buwa1243,-,-,N,g,3,r,-,o,-,-,d,-,-,-,-,-,-,-,-
buwa1243,-,-,-,-,-,d,-,o,-,-,d,-,-,-,-,-,-,-,-
gava1241,-,-,-,-,-,d,-,3,-,-,d,-,-,-,-,-,-,-,-
lagw1237,-,-,-,-,-,z,-,u,n,a,l,-,-,-,-,-,a,-,-
mser1242,-,-,-,-,-,S,-,i,-,-,-,-,-,-,-,-,-,-,-
mpad1242,-,-,-,-,-,d,-,i,-,-,d,-,i,-,-,-,o,s,i
mpad1242,-,-,-,-,-,d,-,i,-,-,d,-,i,-,-,-,o,-,-
mpad1242,-,-,-,-,-,s,k,u,-,-,-,-,-,-,-,-,-,-,-
