language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
muya1243,-,-,-,-,-,T,-,e,-,-,-,T,-,i,-
wuzl1236,-,-,-,-,a,t,-,a,-,-,-,t,-,-,-
vame1236,-,-,-,-,-,T,-,e,-,-,-,T,-,e,-
dugw1239,-,-,-,-,-,t,-,3,-,k,3,T,-,e,-
mere1246,-,-,-,-,-,t,-,3,-,k,-,t,s,e,-
nort3047,-,-,m,-,e,T,-,e,-,-,-,T,-,e,b
cuvo1236,-,-,-,-,-,t,-,e,-,n,-,d,-,e,-
buwa1243,-,-,m,-,-,s,-,e,-,-,-,d,-,-,-
gava1241,-,-,-,-,-,t,-,e,N,g,i,d,-,i,-
kamw1239,-,-,-,-,-,t,s,i,-,r,e,t,s,i,-
suku1272,-,-,-,-,-,y,-,a,n,N,a,-,r,-,-
lagw1237,-,-,n,-,-,t,-,a,-,-,-,s,-,3,-
mser1242,-,-,n,-,-,t,-,a,-,-,-,s,-,-,-
afad1236,-,-,-,-,-,d,-,a,-,-,-,s,-,3,-
mpad1242,-,-,-,-,-,t,-,a,-,-,-,s,-,3,-
malg1250,-,-,-,-,-,d,-,a,-,-,-,y,-,-,-
mbar1260,-,-,n,g,i,r,-,-,-,-,-,s,-,a,-
marg1265,y,a,N,-,-,g,-,a,-,-,-,r,-,-,-
bata1314,-,-,-,-,-,k,-,3,-,l,a,t,-,o,-
dghw1239,-,-,v,-,-,d,-,e,N,g,i,l,-,e,-
