language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
kamw1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,T,e,-,-
lama1288,-,i,v,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,i,-,-
lama1288,-,i,v,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-
nyim1251,-,-,S,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,e,k,h
muya1243,-,-,g,u,l,o,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-
wuzl1236,-,-,k,u,d,a,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,w,-,-,-
dugw1239,-,-,g,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-
mere1246,-,-,b,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-
mere1246,-,-,g,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-
mere1246,-,-,b,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-
gemz1238,-,-,g,-,-,a,-,-,-,-,-,-,-,-,-,k,-,u,z,-,-,-,e,r,-
gemz1238,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
gemz1238,-,-,g,-,-,a,a,s,i,L,o,v,i,l,e,k,N,a,y,-,-,-,e,-,-
mbuk1243,m,3,y,-,-,a,-,-,-,-,-,-,-,-,-,-,-,w,y,a,-,w,a,-,-
mbuk1243,-,-,y,-,-,a,-,-,-,-,-,-,-,-,-,-,-,w,y,a,-,w,a,-,-
mbuk1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,3,m,k,a,d,-
nort3047,-,-,v,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-
cuvo1236,-,-,v,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-
buwa1243,-,u,y,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-
gava1241,-,-,y,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-
mbed1242,-,-,b,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-
mbar1260,-,-,g,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,r,3,m,-,3,-,-
budu1265,-,n,g,u,-,3,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,d,u,-,-
kanu1281,-,n,y,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-
lagw1237,-,-,v,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,i,-,-
mser1242,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,i,o,-
afad1236,-,-,f,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-
mpad1242,-,-,f,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-
malg1250,-,-,f,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-
maje1243,-,-,g,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bata1314,-,-,b,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,k,e,-,-
