language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
nyim1251,-,-,-,-,-,-,-,-,-,w,-,-,o,-,n,-,-,-
dugw1239,s,-,-,-,-,-,-,-,3,k,-,-,a,-,t,-,-,-
mere1246,t,e,-,-,m,-,-,-,e,r,-,-,e,-,-,-,-,-
gemz1238,d,3,r,-,m,-,-,-,3,k,-,-,e,-,-,-,-,-
gemz1238,d,3,r,-,m,-,-,-,3,k,-,-,e,-,-,-,-,-
nort3047,s,-,-,-,-,-,-,-,i,k,-,-,3,-,t,-,-,-
cuvo1236,t,e,-,-,m,-,-,-,e,r,e,T,e,-,w,-,-,-
buwa1243,-,-,-,-,N,-,-,-,-,k,-,-,o,-,n,p,o,l
budu1265,-,-,-,-,-,-,-,-,-,-,-,-,a,3,r,-,-,u
kanu1281,-,-,-,-,m,-,-,-,e,-,-,-,a,-,-,-,-,-
lagw1237,t,3,k,3,m,S,e,S,i,-,-,-,-,-,-,-,-,-
mser1242,-,-,-,-,m,-,-,-,i,-,-,-,a,-,-,-,-,-
afad1236,-,-,-,-,m,-,-,-,i,-,-,-,a,-,-,-,-,-
mpad1242,-,-,-,-,m,-,-,-,i,-,-,-,a,-,-,-,-,-
malg1250,-,-,-,-,-,-,-,-,-,-,-,-,a,-,r,-,-,u
chad1249,-,-,-,-,m,-,-,-,i,y,-,-,a,-,-,-,-,-
zina1234,-,-,-,-,m,-,-,-,y,-,-,-,a,-,-,-,-,-
