language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
kamw1239,-,s,a,f,-,i,-,-,-,-,-
suku1272,-,-,-,m,-,i,-,d,-,-,-
wuzl1236,-,m,e,m,-,e,-,d,-,-,-
wuzl1236,-,-,a,m,-,a,-,d,-,-,-
dugw1239,-,h,3,m,-,e,-,d,-,-,-
dugw1239,-,m,e,m,-,e,-,d,-,-,-
nort3047,-,h,i,m,-,e,-,d,-,-,-
cuvo1236,-,m,e,m,-,e,-,d,-,-,-
mbed1242,-,b,3,r,g,3,-,d,-,3,N
bald1241,-,v,u,v,-,u,-,r,-,u,7
mbar1260,-,s,u,m,-,-,-,d,-,a,y
budu1265,-,-,-,-,-,a,-,x,-,i,-
kanu1281,-,k,-,-,-,a,-,r,w,a,-
lagw1237,-,s,3,m,-,a,-,d,-,3,-
mser1242,-,S,-,-,-,-,-,-,-,i,-
afad1236,-,s,-,-,-,-,-,7,-,i,-
mpad1242,m,s,-,-,-,-,-,-,-,i,-
malg1250,-,h,-,-,-,-,-,-,-,i,-
zina1234,a,s,-,m,-,a,-,d,-,3,-
maje1243,-,s,3,m,-,-,-,d,-,e,-
marg1266,-,y,3,m,b,a,-,d,-,u,-
hwan1240,-,b,e,r,-,e,o,r,-,a,-
dghw1239,-,v,3,l,-,e,-,-,-,-,-
