language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
kamw1239,-,-,v,-,-,-,-,-,-,i,-,-,-,-
lama1288,-,-,s,a,r,t,-,-,-,i,-,-,-,-
lama1288,u,n,d,a,-,-,-,-,-,-,-,-,-,-
nyim1251,-,-,s,a,r,t,-,-,S,i,-,-,-,-
nyim1251,-,-,s,a,r,t,-,-,S,i,-,-,-,-
molo1266,-,-,n,a,-,b,-,-,-,a,y,-,e,-
molo1266,-,-,b,a,-,y,-,-,-,a,-,-,-,-
molo1266,-,-,h,a,-,r,-,-,-,a,-,-,-,-
molo1266,-,-,L,a,-,m,-,-,-,-,-,-,-,-
muya1243,-,-,z,o,-,m,-,-,-,o,n,-,i,-
muya1243,-,-,s,o,-,k,-,-,-,-,-,-,-,-
vame1236,-,-,s,a,r,t,-,-,-,a,-,-,-,-
vame1236,-,-,m,e,-,n,-,-,-,e,-,-,-,-
dugw1239,-,-,l,a,-,y,-,-,-,-,-,-,-,-
mere1246,-,-,-,a,-,h,-,-,-,3,l,-,-,-
gemz1238,-,-,-,a,-,h,-,-,-,3,r,d,u,k
mbuk1243,-,-,-,a,-,l,-,-,-,a,y,-,-,-
cuvo1236,-,-,p,a,-,s,-,-,-,-,-,-,-,-
buwa1243,-,-,L,o,N,g,-,-,-,o,l,-,-,-
gava1241,-,-,-,-,-,g,-,-,-,o,s,-,-,-
budu1265,-,-,s,a,-,h,-,-,-,a,-,-,-,-
kanu1281,-,-,l,o,-,k,-,-,t,u,-,-,-,-
kanu1281,-,-,-,a,u,w,-,-,-,a,-,-,-,-
lagw1237,-,-,s,a,-,-,-,-,-,-,-,-,-,-
mser1242,-,-,l,u,-,-,-,-,t,u,-,-,-,-
afad1236,-,-,l,a,-,b,-,-,t,3,-,-,-,-
mpad1242,-,-,-,a,-,f,-,-,t,3,-,-,-,-
mpad1242,-,-,s,a,-,k,-,-,-,a,-,-,-,-
malg1250,-,-,l,a,-,g,b,a,t,3,-,-,-,-
chad1249,-,-,w,a,-,k,-,-,-,i,t,-,-,-
chad1249,-,-,s,a,-,7,-,-,-,a,-,-,-,-
zina1234,-,-,s,a,-,7,-,-,-,a,-,-,-,-
