language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
kamw1239,-,-,-,g,i,n,-,-,d,-,a,y,o,S,o
nyim1251,-,-,-,g,a,m,-,-,-,-,a,-,-,-,-
muya1243,-,-,-,d,o,y,-,-,d,-,o,-,-,y,-
vame1236,b,a,N,g,u,-,-,-,l,-,a,-,-,m,-
dugw1239,-,-,-,-,-,-,-,-,d,-,e,-,-,-,-
mere1246,-,-,-,-,-,-,-,-,d,-,a,-,-,-,-
gemz1238,-,-,-,L,e,-,-,-,t,-,3,-,t,s,-
mbuk1243,-,-,-,-,-,-,-,-,g,-,e,-,-,m,-
mbuk1243,-,-,-,-,-,-,-,-,d,-,a,-,-,-,-
nort3047,-,-,-,h,a,-,-,-,d,-,a,-,-,y,-
cuvo1236,-,-,-,-,-,-,-,-,m,b,a,-,-,N,-
cuvo1236,-,-,-,-,-,-,-,-,m,-,a,-,-,k,-
buwa1243,-,-,-,t,e,-,-,-,t,-,e,-,-,-,-
gava1241,-,-,-,d,-,-,-,-,-,-,o,-,-,r,-
mbed1242,-,-,-,t,i,-,-,-,d,-,e,-,-,-,-
mser1242,-,-,-,b,-,-,-,-,r,-,o,-,-,-,-
mpad1242,-,-,-,b,3,-,-,-,r,-,o,-,-,-,-
mafa1239,-,-,-,k,a,l,a,w,d,-,a,-,-,-,-
