language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
kamw1239,-,-,-,u,-,t,-,s,i,-,-,-,-,-,-,n,i,-,-,-,-
nyim1251,-,-,-,-,-,-,-,y,e,n,g,-,e,m,t,l,e,m,-,-,-
wuzl1236,d,-,-,-,-,-,-,z,i,-,g,-,e,-,-,L,-,-,-,-,-
vame1236,m,-,-,a,n,-,-,Z,e,-,g,-,e,-,-,r,e,k,-,-,-
dugw1239,m,-,-,3,n,d,-,-,e,-,k,w,e,-,-,-,-,N,-,-,-
mere1246,m,-,-,a,n,d,-,z,a,-,k,w,e,-,-,l,e,k,-,-,-
gemz1238,m,-,-,a,n,d,-,z,e,-,k,w,e,-,-,l,e,k,-,-,-
nort3047,m,-,-,e,-,-,-,y,e,-,g,l,e,-,-,l,e,N,-,-,-
cuvo1236,m,-,-,u,-,l,a,t,a,-,g,-,3,-,-,d,e,r,-,-,-
buwa1243,m,-,-,-,-,-,-,-,e,-,g,-,u,-,-,d,e,N,-,-,-
gava1241,m,-,-,o,n,d,-,-,o,-,w,-,o,-,-,l,-,m,t,s,o
mbed1242,m,-,-,-,-,-,-,-,u,-,g,-,u,-,-,d,e,N,-,-,-
mofu1248,m,e,z,3,-,l,-,-,e,N,g,-,a,w,u,d,a,m,-,-,-
mofu1248,m,e,g,3,-,l,-,-,e,-,g,-,3,-,-,l,e,-,-,-,-
mbar1260,m,-,-,-,-,-,-,-,-,-,-,-,e,-,-,d,e,w,-,-,-
kanu1281,-,-,k,a,-,l,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-
lagw1237,-,-,s,-,-,7,-,-,u,-,g,-,u,-,-,r,i,-,-,-,-
mser1242,m,-,z,-,-,-,-,-,o,-,g,-,o,-,-,r,-,-,-,-,-
afad1236,-,-,-,-,-,l,-,-,3,-,g,-,3,-,-,-,-,-,-,-,-
mpad1242,-,-,-,-,-,l,-,-,3,-,g,-,3,-,-,-,-,-,-,-,-
malg1250,-,-,h,e,-,l,-,-,-,-,b,-,3,-,-,-,-,-,-,-,-
chad1249,-,-,y,-,-,-,-,-,i,-,d,-,i,-,-,l,-,-,-,-,-
maje1243,-,-,T,-,-,-,-,-,u,-,h,r,e,-,-,-,-,-,-,-,-
mafa1239,g,-,-,3,-,d,-,-,-,-,k,-,3,-,-,d,a,r,-,-,-
bata1314,S,-,-,e,-,d,-,-,3,n,g,-,-,-,-,t,o,-,-,-,-
sout3051,m,-,-,u,-,-,-,T,u,-,k,-,u,-,-,L,e,N,-,-,-
sout3051,m,-,-,i,-,-,-,T,i,-,k,w,i,-,-,L,e,N,-,-,-
