language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
mayo1264,-,h,-,-,-,i,-,t,-,-,-,-,-,o,-,-,-,-
mayo1264,-,h,-,-,-,i,-,t,o,-,s,-,-,o,-,-,-,-
yaqu1251,-,h,-,-,-,i,-,t,-,-,-,-,-,o,-,-,-,-
tuba1279,-,h,-,-,-,o,-,t,-,-,-,-,-,e,-,p,-,-
tuba1279,-,h,-,-,-,o,-,t,-,-,-,-,-,e,-,k,-,-
huar1255,i,h,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-
cent2131,-,m,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
eude1234,-,h,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-
elna1235,-,t,-,-,-,i,i,t,-,-,-,-,-,o,-,n,-,e
huic1243,-,h,-,o,-,i,-,-,-,-,-,-,-,a,-,-,-,i
toho1245,-,h,-,-,-,-,-,-,-,-,-,-,-,o,-,b,-,-
pima1248,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,g,-,-
sout2976,-,t,-,-,-,-,-,-,-,-,-,-,-,u,-,7,-,-
nort2959,-,t,-,-,-,-,-,-,-,-,-,-,-,u,-,m,a,a
clas1250,-,t,-,-,-,-,-,-,-,-,-,-,-,e,i,n,-,-
high1278,-,t,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
tete1251,-,t,-,-,-,i,-,-,-,-,-,-,-,i,-,-,-,-
tete1251,-,t,-,-,-,-,-,-,-,-,-,-,-,i,-,n,-,-
pipi1250,-,t,-,-,-,-,-,-,-,-,-,-,-,o,a,-,-,-
pipi1250,-,t,-,-,-,-,-,-,-,-,-,-,-,o,y,-,-,-
poch1244,-,t,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
chem1251,-,h,-,-,-,i,-,m,-,-,-,-,p,u,-,-,-,-
chem1251,-,h,-,o,n,i,-,-,-,-,-,-,-,o,-,-,-,-
sout2969,-,-,-,-,-,i,-,n,-,-,-,-,-,i,-,-,-,-
kawa1283,-,h,-,-,-,i,-,n,i,7,-,i,p,i,-,-,-,-
utee1244,-,7,-,-,-,i,-,n,-,-,-,-,-,i,-,-,-,-
mono1275,-,h,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-
nort2954,-,h,-,-,-,i,-,-,-,-,-,-,-,i,-,-,-,-
pana1305,-,h,-,-,-,i,-,-,-,-,-,-,-,i,-,-,-,-
gosi1242,-,h,-,-,-,i,-,n,-,-,-,-,-,-,-,-,-,-
gosi1242,-,h,-,-,-,i,-,n,-,-,-,-,-,o,-,-,-,-
coma1245,-,h,-,-,-,i,-,n,-,-,-,-,-,i,-,-,-,-
coma1245,-,h,-,-,-,i,-,n,-,-,-,-,-,i,-,-,-,-
hopi1249,-,h,-,-,-,i,-,m,-,-,-,-,-,u,-,-,-,-
hopi1249,-,h,-,i,-,i,-,t,-,-,-,-,-,o,-,-,-,-
serr1255,-,h,-,-,-,i,-,t,-,-,-,-,-,-,-,-,-,-
kita1252,-,h,-,-,-,i,-,t,-,-,-,-,-,-,-,-,-,-
tong1329,-,h,-,-,-,i,-,t,-,-,-,-,-,o,-,-,-,-
cahu1264,-,h,-,-,-,i,-,t,-,t,s,e,7,o,-,-,-,-
cahu1264,-,h,-,-,-,i,-,t,-,t,s,o,x,o,-,-,-,-
cahu1264,-,h,-,-,-,i,-,t,-,t,s,-,-,o,-,-,-,-
cupe1243,-,h,-,-,-,i,-,S,-,-,-,-,-,-,-,-,-,-
luis1253,-,h,-,-,-,i,-,S,-,-,-,-,-,-,-,-,-,-
luis1253,-,h,-,i,-,i,t,t,-,-,s,-,-,o,-,-,-,-
tuba1278,-,h,o,i,a,i,n,t,-,-,-,-,-,o,-,-,-,-
