language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
sanj1276,n,-,o,i,-,-,-,-,-,-,-,-,-,i,-,-,-,-
mayo1264,-,-,-,i,-,-,7,-,-,-,-,-,-,i,-,-,-,-
yaqu1251,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tuba1279,-,-,-,i,-,-,r,-,-,-,-,-,-,o,-,-,-,-
huar1255,-,-,-,i,-,-,h,-,-,-,-,-,-,i,-,-,-,-
cent2131,-,-,-,y,-,d,Z,-,-,-,-,-,-,e,p,u,n,o
cent2131,-,-,-,y,-,d,Z,-,-,-,-,-,-,e,-,-,n,o
cent2131,-,-,-,e,-,t,S,-,-,-,-,-,-,i,-,-,-,-
opat1246,-,-,-,i,-,-,t,-,-,-,-,-,-,i,-,-,-,-
eude1234,-,-,-,e,-,-,n,-,-,-,-,-,-,i,-,-,-,-
elna1235,-,-,-,i,-,i,7,-,-,-,-,-,-,i,-,-,-,-
huic1243,-,-,-,i,-,i,k,-,-,-,-,-,-,u,-,-,-,-
toho1245,-,-,-,i,-,i,d,-,-,-,o,-,7,o,-,-,-,-
toho1245,-,-,-,-,-,i,d,-,-,-,-,-,-,-,-,-,-,-
toho1245,-,-,-,i,-,i,d,-,-,-,-,-,-,o,-,-,-,-
toho1245,-,-,-,i,-,i,d,-,-,-,-,-,-,o,-,-,-,-
pima1248,-,-,-,-,-,i,d,-,-,-,-,-,-,i,-,-,-,-
sout2976,d,-,-,i,y,i,7,-,-,-,-,-,-,-,-,-,-,-
nort2959,-,-,-,i,-,i,y,-,-,-,-,-,-,i,-,-,-,-
clas1250,-,-,-,i,-,-,n,-,-,-,-,-,-,i,-,-,n,-
high1278,-,-,-,i,-,-,n,-,-,-,-,-,-,o,-,-,-,-
tete1251,-,-,-,i,-,i,n,i,-,-,-,-,-,i,-,-,-,-
tete1251,-,-,-,-,-,-,n,-,-,o,o,n,k,o,-,-,-,-
tete1251,-,-,-,i,-,i,n,i,n,o,o,n,k,o,-,-,-,-
pipi1250,-,-,-,i,-,-,n,-,-,-,-,-,-,i,-,-,-,-
chem1251,-,-,-,i,-,-,t,s,-,-,-,-,-,u,-,-,-,-
chem1251,-,-,-,i,-,-,k,-,-,-,-,-,-,o,-,-,-,-
sout2969,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kawa1283,-,-,-,i,-,-,t,-,-,-,-,-,-,u,-,-,-,-
kawa1283,s,i,7,i,-,-,n,-,-,-,-,-,-,o,-,-,-,-
kawa1283,s,i,7,i,-,-,t,-,-,-,-,-,-,u,-,-,-,-
kawa1283,-,-,-,i,-,-,n,-,-,-,-,-,-,o,-,-,-,-
utee1244,-,-,-,i,-,-,n,-,-,-,-,-,-,-,-,-,-,-
utee1244,-,-,-,i,-,-,t,-,-,-,-,-,-,S,-,-,-,-
mono1275,-,-,-,i,-,-,h,-,-,-,-,-,-,u,-,-,-,-
nort2954,-,-,-,i,-,-,k,i,-,-,-,-,-,o,-,-,-,-
pana1305,s,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pana1305,s,-,-,i,-,-,t,-,-,-,-,-,-,u,-,-,-,-
gosi1242,s,-,-,i,-,-,t,-,-,-,-,-,-,u,-,-,n,-
coma1245,-,-,-,i,-,-,t,-,-,-,-,-,-,u,-,-,-,-
hopi1249,-,-,-,i,-,-,7,-,-,-,-,-,-,-,-,-,-,-
serr1255,-,-,-,i,-,-,b,-,-,-,-,-,-,i,-,-,7,-
kita1252,-,-,-,i,-,-,b,-,-,-,-,-,-,i,-,-,7,-
tong1329,m,-,-,i,-,-,n,-,-,-,-,-,-,e,-,-,-,-
cahu1264,-,-,-,i,-,-,7,-,-,-,-,-,-,-,-,-,-,-
cupe1243,-,-,-,i,-,-,7,-,-,-,-,-,-,i,-,-,-,-
luis1253,-,-,-,i,-,-,b,-,-,-,-,-,-,i,-,-,7,-
tuba1278,-,-,-,i,-,-,-,-,-,-,-,-,-,y,-,-,-,-
