language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
kiow1266,-,-,k,-,-,T,-,-,-,t,-,-,S,o,-,-,-,-,-,o,-,-,-,-,-,-
kiow1266,-,-,k,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,u,-,-,-,-,-,l
sanj1276,-,-,k,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,o,-,-,-,-,-,e
mayo1264,-,-,b,o,-,-,-,-,-,-,-,-,-,o,-,-,7,o,k,a,-,-,-,-,-,-
yaqu1251,-,-,b,o,-,-,-,-,-,-,-,-,-,o,-,-,7,-,-,o,-,-,-,-,-,-
huar1255,-,-,p,-,-,-,-,-,-,-,-,-,-,o,-,-,7,i,-,i,-,-,-,-,-,-
cent2131,-,-,b,-,-,-,-,-,-,-,-,-,-,o,-,-,7,i,-,i,-,-,-,-,-,-
opat1246,-,-,v,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-
eude1234,-,-,v,-,-,-,-,-,-,-,-,-,-,o,-,-,-,i,o,i,-,-,-,-,-,-
elna1235,-,-,k,a,-,-,-,-,-,-,-,-,-,a,-,-,7,-,-,a,-,-,-,-,-,-
huic1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,u,i,-,-,u,-,i
huic1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,u,-,-,-,-,-,-
toho1245,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,-,7,-,-,o,-,-,-,-,-,-
pima1248,-,-,v,-,-,-,-,-,-,-,-,-,-,o,-,-,7,-,-,o,-,-,-,-,-,-
sout2976,-,-,b,-,-,-,-,-,-,-,-,-,-,o,k,a,7,-,-,-,-,-,-,-,-,-
nort2959,-,-,v,-,-,-,-,-,-,-,-,-,-,o,-,-,p,-,-,o,-,-,-,-,-,e
clas1250,-,-,-,-,-,-,-,-,-,t,-,-,-,e,-,-,k,-,-,a,-,-,-,-,-,-
clas1250,-,-,-,-,-,-,-,-,-,t,-,-,-,e,-,-,k,-,-,a,-,-,-,-,-,-
high1278,-,-,-,-,-,-,-,-,-,t,-,-,-,e,-,-,k,-,-,a,-,-,-,-,-,-
high1278,-,-,w,e,t,s,-,-,-,t,-,-,-,o,-,-,k,-,-,-,-,-,-,-,-,-
tete1251,-,-,t,i,-,e,-,-,-,t,-,i,-,e,-,-,k,-,-,a,-,-,-,-,-,-
tete1251,-,-,b,e,t,s,t,o,-,t,-,-,-,i,-,-,k,-,-,a,-,-,-,-,-,-
tete1251,-,-,b,e,t,s,-,-,-,t,-,-,-,i,-,-,k,-,-,-,-,-,-,-,-,-
pipi1250,-,-,-,-,-,-,-,-,-,t,-,-,-,e,-,-,k,-,-,a,-,-,-,-,-,-
pipi1250,-,-,-,-,-,-,-,-,-,t,-,-,-,e,-,-,k,-,-,a,-,-,-,-,-,-
poch1244,-,-,-,-,-,-,-,-,-,t,-,-,-,e,-,-,k,-,-,e,-,-,-,-,-,-
chem1251,-,-,h,a,-,h,-,a,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
sout2969,-,-,-,-,-,-,-,a,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
kawa1283,-,-,h,-,-,-,-,a,-,v,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
utee1244,-,-,-,-,-,-,-,a,-,p,-,i,-,i,-,-,-,-,-,-,-,-,-,-,-,-
mono1275,-,-,h,-,-,-,-,a,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
nort2954,-,-,h,-,-,-,-,a,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
nort2954,-,-,h,-,-,-,-,a,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
pana1305,-,-,h,-,-,-,-,a,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
gosi1242,-,-,h,-,-,-,-,a,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
coma1245,-,-,h,-,-,-,-,a,-,v,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
hopi1249,-,-,w,a,-,-,-,a,-,7,o,e,k,i,-,-,w,t,-,a,-,-,-,-,-,-
serr1255,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,k,-,-,-,-,-,-,-,-,-
kita1252,-,-,k,-,-,-,-,-,-,w,-,e,-,a,-,-,k,-,-,-,-,-,-,-,-,-
tong1329,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,k,o,-,o,-,-,-,-,-,-
cahu1264,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,x,-,-
cupe1243,-,-,k,-,-,-,-,-,-,w,-,i,-,i,-,-,v,-,-,3,-,-,-,-,-,-
luis1253,-,-,w,-,-,-,-,-,-,-,-,i,-,i,-,-,w,-,-,a,-,-,-,-,-,-
tuba1278,a,n,d,-,-,-,-,a,m,b,-,-,-,3,-,-,7,-,-,-,-,-,-,-,-,-
tuba1278,-,-,t,-,-,-,-,a,m,b,-,-,-,3,-,-,7,-,-,-,-,-,-,-,-,-
