language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
kiow1266,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-,-,-,i,-,-,i,-
sanj1276,T,-,-,-,h,-,-,-,-,t,S,E,-,-,-,-,-,E,-,n,u,-
mayo1264,-,-,-,-,h,-,-,-,-,-,-,i,-,i,-,m,-,a,-,-,-,-
yaqu1251,-,-,-,-,h,-,-,-,-,-,-,i,-,i,-,m,-,a,-,-,-,-
tuba1279,-,-,-,-,w,o,-,-,-,k,-,o,-,-,-,-,-,a,-,-,-,-
tuba1279,-,-,-,-,-,o,-,-,-,k,-,o,-,-,-,-,-,a,-,-,-,-
huar1255,-,-,-,-,-,-,-,-,-,t,s,e,-,-,-,w,-,a,-,-,-,-
huar1255,-,-,-,-,-,-,-,-,-,t,s,e,-,-,-,w,a,a,-,-,-,-
cent2131,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,i,-,-,-,-
cent2131,-,-,-,-,-,o,-,-,-,t,-,a,-,-,-,-,-,a,-,-,-,-
opat1246,-,-,-,-,q,u,-,-,i,t,s,-,-,-,-,-,-,-,-,-,-,-
eude1234,-,-,-,-,h,i,-,-,i,-,s,e,-,-,-,r,-,a,-,n,i,-
elna1235,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,i,-
huic1243,-,-,-,-,h,-,-,-,-,-,-,3,-,-,-,w,-,a,-,-,-,-
huic1243,-,-,-,-,h,-,-,-,-,-,-,3,-,-,-,-,-,a,-,-,-,-
toho1245,-,-,-,-,d,-,-,-,-,-,-,a,7,i,t,S,-,u,-,d,-,-
pima1248,-,-,-,-,d,-,-,-,-,-,-,a,7,i,t,-,-,u,-,d,-,-
sout2976,-,-,-,-,m,-,-,-,-,-,-,a,-,i,-,b,-,u,a,7,-,-
nort2959,-,-,-,-,b,u,-,-,-,-,-,a,n,-,-,-,-,i,-,-,-,-
nort2959,-,-,-,-,b,u,-,-,-,-,-,a,n,-,t,-,-,a,-,-,-,-
clas1250,-,-,-,-,m,o,-,-,-,t,-,-,-,-,-,l,-,a,-,-,-,-
clas1250,-,-,-,-,-,-,-,-,-,t,l,a,-,-,-,s,-,a,-,-,-,-
high1278,-,-,-,-,m,o,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-
high1278,t,a,t,a,m,o,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-
tete1251,-,-,-,-,m,u,-,-,-,t,-,-,-,-,-,l,-,a,-,-,-,-
tete1251,-,-,-,-,m,u,-,-,l,t,-,-,-,-,-,-,-,a,-,-,-,-
pipi1250,-,-,-,-,m,u,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-
pipi1250,-,-,-,-,w,e,t,t,s,t,-,-,-,-,-,-,-,u,-,k,-,-
poch1244,-,-,-,-,m,o,-,-,-,t,-,-,-,-,-,-,-,e,-,-,-,-
chem1251,-,-,-,-,t,3,-,-,-,t,-,-,-,-,-,-,-,a,-,p,i,-
sout2969,-,-,-,-,t,3,-,-,-,t,-,-,-,-,-,-,-,a,-,p,o,-
kawa1283,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a,-,v,i,-
utee1244,-,-,-,-,w,i,-,-,-,n,-,a,-,i,-,-,-,a,-,-,i,-
mono1275,-,-,-,-,w,3,-,-,-,n,-,-,-,-,-,-,-,a,-,7,i,-
nort2954,-,-,-,-,w,3,-,-,-,n,-,-,-,-,-,-,-,a,-,-,i,-
pana1305,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a,N,w,i,-
gosi1242,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a,-,w,i,-
coma1245,-,-,-,-,t,3,-,-,-,t,-,-,-,-,-,-,-,a,-,w,3,-
hopi1249,-,-,-,-,t,i,-,-,-,-,-,3,-,-,-,-,-,3,-,v,a,-
serr1255,-,-,-,-,p,u,-,-,-,k,-,-,-,-,-,-,-,a,-,-,i,-
kita1252,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,7
tong1329,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,7
cahu1264,-,-,-,-,7,a,-,-,-,-,-,-,-,-,-,-,-,a,-,m,i,n
cupe1243,-,-,-,-,w,i,-,-,i,t,-,S,-,-,-,-,-,a,-,x,3,-
luis1253,-,-,-,-,m,a,-,-,-,-,-,-,-,-,-,-,-,a,-,t,i,-
tuba1278,-,-,-,-,p,a,-,-,-,l,-,-,-,-,-,-,-,a,-,k,-,-
tuba1278,-,-,-,a,p,a,-,-,-,l,-,-,-,-,-,-,-,a,-,k,-,-
