language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45
kiow1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,n,t,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sanj1276,-,-,-,-,-,-,-,-,-,-,p,-,-,-,a,a,-,-,-,-,-,-,-,a,-,-,-,n,-,u,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
mayo1264,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,m,-,n,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
yaqu1251,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,a,m,-,n,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
tuba1279,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,m,u,n,-,i,-,-,-,-,-,i,-,r,-,-,-,-,-,-,-
huar1255,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,r,-,i,-,k,i,-,-,i,-,-,-,-,-,-,-,-,-
cent2131,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,r,-,i,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
opat1246,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,r,-,i,-,k,-,-,-,i,-,-,-,-,-,-,-,-,-
eude1234,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,a,-,-,r,-,-,-,k,-,-,-,i,-,-,-,-,-,-,-,-,-
elna1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,s,i,3,7,-,-,-,-,-,-,-,-,-,-,-,-,-
elna1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,s,i,3,b,-,-,-,i,-,-,-,-,-,-,-,-,-
toho1245,h,i,3,t,-,-,-,a,s,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pima1248,-,-,u,t,-,-,-,a,s,-,p,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2976,h,i,S,t,-,-,-,-,S,a,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2959,-,-,-,t,a,-,-,a,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
clas1250,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,k,w,-,-,i,-,l,l,i,t,S,i,k,o
high1278,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,k,w,-,-,i,-,l,-,-,-,-,-,-,-
pipi1250,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,k,w,-,-,i,-,l,-,-,-,-,-,-,-
poch1244,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,k,w,-,-,i,-,l,-,-,-,-,-,-,-
chem1251,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,i,3,g,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2969,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,i,-,k,-,-,-,i,-,-,-,-,-,-,-,-,-
kawa1283,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,i,3,g,-,-,-,i,-,-,-,-,-,-,-,-,-
utee1244,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,i,3,g,i,i,n,i,-,-,-,-,-,-,-,-,-
mono1275,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
mono1275,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,i,-,g,i,i,-,i,-,-,-,-,-,-,-,-,-
nort2954,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,i,-,g,i,i,y,u,-,-,-,-,-,-,-,-,-
pana1305,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,a,-,k,-,-,-,i,-,-,-,-,-,-,-,-,-
pana1305,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,i,3,k,-,-,-,i,-,-,-,-,-,-,-,-,-
gosi1242,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,a,i,-,k,-,-,-,i,-,-,-,-,-,-,-,h,-
coma1245,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,7,-,o,-,b,-,-,-,e,-,7,-,-,-,-,-,-,-
coma1245,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,e,-,k,-,-,-,i,h,t,-,-,-,-,-,y,-
hopi1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,s,i,-,v,-,-,-,o,-,t,-,-,-,-,-,-,-
serr1255,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,h,-,a,-,-,-,-,-,E,-,t,-,-,-,-,-,-,-
kita1252,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,h,-,a,-,-,-,-,-,T,-,t,S,-,-,-,-,-,-
tong1329,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,h,-,a,-,-,-,-,-,a,-,r,-,-,-,-,-,-,-
