language,x1,x2,x3,x4,x5,x6
gard1241,b,-,o,-,N,-
fass1244,b,-,o,-,N,-
friu1240,b,-,o,-,N,-
piem1238,b,-,o,-,N,-
piem1238,b,-,u,-,N,-
piem1238,b,-,u,-,N,-
piem1238,b,-,u,-,N,-
roma1328,b,-,o,w,n,-
emil1241,b,-,o,w,n,-
emil1241,b,-,o,w,n,-
emil1241,b,-,o,-,n,-
vene1258,b,-,o,-,N,-
vene1258,b,-,o,-,N,-
vene1258,b,-,o,-,N,-
ital1282,b,-,o,-,n,o
ital1282,b,w,o,-,n,o
ligu1248,b,-,u,-,N,-
ligu1248,b,-,u,-,N,-
geno1240,b,-,u,-,N,-
sici1248,b,w,o,-,n,u
sici1248,b,-,o,-,n,u
sici1248,b,w,o,-,n,u
mess1247,b,-,o,-,n,u
neap1235,b,w,o,-,n,3
stan1289,b,-,o,-,n,-
stan1289,b,-,o,-,-,-
stan1289,b,-,o,-,-,-
stan1289,b,-,o,-,-,-
stan1289,b,-,o,-,-,-
stan1289,b,-,o,-,-,-
cast1244,b,w,e,-,n,o
ruma1247,b,-,u,-,n,-
surs1244,b,y,e,-,n,-
lowe1386,b,-,u,-,n,-
surm1243,b,-,u,-,N,-
prov1235,b,-,o,-,N,-
dalm1243,b,-,u,-,N,-
barb1262,v,-,o,-,n,u
camp1261,b,-,o,-,n,u
megl1237,b,-,u,-,n,-
arom1237,b,-,u,-,n,u
roma1327,b,-,u,-,n,-
istr1245,b,-,u,-,r,-
