language,x1,x2,x3,x4,x5
piem1238,s,-,a,l,-
piem1238,s,-,a,l,-
piem1238,s,-,a,l,-
piem1238,s,-,a,l,-
roma1328,s,e,a,l,-
emil1241,s,-,E,l,-
emil1241,s,-,E,l,-
emil1241,s,-,a,l,-
vene1258,s,-,a,l,-
vene1258,s,-,a,l,-
vene1258,s,-,a,l,-
ital1282,s,-,a,l,e
ital1282,s,-,a,l,e
ligu1248,s,-,o,-,-
ligu1248,s,-,a,-,-
neap1235,s,-,a,l,3
sici1248,s,-,a,l,i
sici1248,s,-,a,l,i
sici1248,s,-,a,l,i
friu1240,s,-,a,l,-
stan1289,s,-,a,l,-
stan1289,s,-,a,l,-
stan1289,s,-,a,l,-
stan1289,s,-,a,l,-
stan1289,s,-,a,l,-
stan1289,s,-,a,l,-
camp1261,s,-,a,l,i
megl1237,s,-,a,r,i
arom1237,s,-,a,r,e
roma1327,s,-,a,r,e
istr1245,s,-,o,r,e
