language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
gard1241,n,-,3,-,w,-,-,-,-,s,-,-
fass1244,n,-,o,-,-,-,-,-,-,s,-,-
friu1240,n,-,o,-,-,-,-,-,-,-,-,-
piem1238,n,-,i,-,-,-,-,-,-,y,-,-
piem1238,n,-,u,-,-,-,-,-,-,y,-,-
piem1238,n,-,u,-,-,-,-,-,-,y,-,-
piem1238,n,-,u,-,-,-,-,-,-,y,-,-
roma1328,n,-,o,-,-,-,-,-,-,w,-,-
emil1241,-,-,-,-,-,-,-,s,-,e,-,-
emil1241,n,-,u,-,E,-,-,t,-,e,r,-
emil1241,n,-,u,-,E,-,-,t,-,e,r,-
vene1258,n,-,o,-,y,-,-,-,-,-,-,-
vene1258,n,-,o,-,y,-,-,-,-,-,-,-
vene1258,n,i,a,-,l,-,-,t,r,i,-,-
ital1282,t,-,S,-,-,-,-,-,-,i,-,-
ital1282,t,-,S,-,-,-,-,-,-,i,-,-
ital1282,n,-,o,-,-,-,-,-,-,i,-,-
ital1282,n,-,o,-,-,-,-,-,-,i,-,-
ligu1248,n,y,i,-,a,-,-,t,r,i,-,-
ligu1248,n,-,u,-,-,-,-,-,-,i,-,-
geno1240,n,-,u,i,a,-,-,t,r,i,-,-
sici1248,n,-,i,-,a,w,-,t,r,i,-,-
sici1248,n,-,u,-,-,-,-,-,-,i,-,-
sici1248,n,-,u,-,a,v,u,t,r,i,-,-
mess1247,n,-,u,-,-,-,-,-,-,i,-,-
neap1235,n,-,u,-,-,-,-,y,-,3,-,-
stan1289,n,-,o,z,a,l,-,t,r,e,s,-
stan1289,m,-,o,s,a,-,-,t,r,o,s,-
stan1289,n,-,o,z,a,l,-,t,r,e,s,-
stan1289,n,-,o,l,-,-,-,t,r,u,s,-
stan1289,n,-,o,z,a,l,-,t,r,e,s,-
stan1289,n,-,u,z,a,l,-,t,r,3,s,-
cast1244,n,-,o,s,o,-,-,t,r,o,s,-
ruma1247,n,-,u,-,-,-,-,-,-,s,-,-
surs1244,n,-,u,-,-,-,-,-,-,s,-,-
lowe1386,n,-,u,-,-,-,-,-,-,s,-,-
surm1243,n,-,o,w,-,-,-,-,-,s,-,-
prov1235,n,-,u,-,-,-,-,-,-,s,-,-
dalm1243,n,-,o,-,-,-,-,-,-,y,-,-
barb1262,n,-,o,-,-,-,-,-,-,i,s,-
camp1261,n,-,o,z,a,-,-,t,r,u,z,u
megl1237,n,-,o,-,-,-,-,-,-,y,-,-
arom1237,n,-,o,-,-,-,-,-,-,y,-,-
roma1327,n,-,o,-,-,-,-,-,-,y,-,-
istr1245,n,-,o,-,-,-,-,-,-,y,-,-
