language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
gard1241,-,-,m,a,y,-,-,-,3,-,-,-
fass1244,-,-,m,a,5,-,-,-,E,-,r,-
friu1240,-,-,m,a,n,d,-,y,a,-,-,-
piem1238,-,-,m,a,N,d,-,Z,E,-,-,-
piem1238,-,-,m,a,N,d,-,Z,e,-,-,-
piem1238,-,-,m,a,N,d,-,Z,e,-,-,-
piem1238,-,-,m,a,N,d,-,Z,e,-,-,-
roma1328,-,-,m,a,5,-,-,e,a,-,-,-
emil1241,-,-,m,a,-,-,-,5,E,-,r,-
emil1241,-,-,m,a,-,-,-,5,E,-,r,-
emil1241,-,-,m,a,-,-,-,5,a,-,r,-
vene1258,-,-,m,a,-,-,-,5,a,-,r,-
vene1258,-,-,m,a,-,-,-,5,a,-,r,-
vene1258,-,-,m,a,-,-,-,5,a,-,r,-
ital1282,-,-,m,a,n,d,-,Z,a,-,r,e
ital1282,-,-,m,a,n,d,-,Z,a,-,r,e
ligu1248,-,-,m,a,N,d,-,Z,E,-,-,-
ligu1248,-,-,m,a,N,d,-,Z,a,-,-,-
geno1240,-,-,m,a,N,d,-,Z,a,-,-,-
sici1248,-,-,m,a,n,t,-,S,a,-,r,i
sici1248,-,-,m,a,n,t,-,S,a,-,r,i
sici1248,-,-,m,a,n,t,-,S,a,-,r,i
mess1247,-,-,m,a,n,t,-,S,a,-,r,3
neap1235,-,-,m,a,5,-,-,-,a,-,-,-
stan1289,-,-,m,e,5,t,-,S,a,-,r,-
stan1289,-,-,m,e,5,t,-,S,a,-,r,-
stan1289,-,-,m,e,5,d,-,Z,a,-,r,-
stan1289,-,-,m,3,5,-,-,Z,a,-,-,-
stan1289,-,-,m,e,5,d,-,Z,a,-,-,-
stan1289,-,-,m,3,5,-,-,Z,a,-,-,-
cast1244,k,o,m,e,-,-,-,-,-,-,r,-
ruma1247,-,-,m,3,n,d,-,Z,a,-,r,-
surs1244,-,-,m,3,-,-,-,L,a,-,r,-
lowe1386,-,-,m,3,n,d,-,Z,a,-,r,-
surm1243,-,-,m,3,-,-,-,L,e,-,r,-
prov1235,-,-,m,a,n,d,-,Z,a,-,-,-
dalm1243,-,-,m,a,n,t,-,S,u,-,r,-
barb1262,-,-,m,a,n,d,i,g,a,-,r,e
camp1261,-,-,p,a,-,-,-,p,a,-,y,-
megl1237,-,-,m,3,n,-,-,-,a,n,k,-
arom1237,-,-,m,3,k,-,-,-,u,-,-,-
roma1327,-,a,m,3,N,-,-,k,a,-,-,-
istr1245,-,-,m,3,N,-,-,k,o,-,-,-
