language,x1,x2,x3,x4,x5,x6
gard1241,d,-,o,-,y,-
fass1244,d,-,o,-,y,-
friu1240,d,-,o,-,y,-
piem1238,d,-,i,-,y,-
piem1238,d,-,u,-,y,-
piem1238,d,-,u,-,y,-
piem1238,d,-,u,-,y,-
roma1328,d,-,o,-,-,-
emil1241,d,-,o,-,w,-
emil1241,d,-,u,-,-,-
emil1241,d,-,u,-,-,-
vene1258,d,-,o,-,y,-
vene1258,d,-,o,-,y,-
vene1258,d,-,o,-,-,-
ital1282,d,-,u,-,e,-
ital1282,d,-,u,-,e,-
ligu1248,d,-,-,-,y,i
ligu1248,d,-,u,-,i,-
geno1240,d,-,u,-,i,-
sici1248,r,-,u,-,E,-
sici1248,d,-,u,-,i,-
sici1248,r,-,u,-,i,-
mess1247,d,-,u,-,i,-
neap1235,d,-,o,-,y,3
stan1289,d,-,o,-,s,-
stan1289,d,-,o,-,s,-
stan1289,d,-,o,-,s,-
stan1289,d,-,o,-,s,-
stan1289,d,-,o,-,s,-
stan1289,d,-,o,-,s,-
cast1244,d,-,o,-,s,-
ruma1247,d,-,u,-,s,-
surs1244,d,-,u,-,s,-
lowe1386,d,w,o,-,s,-
surm1243,d,-,u,-,s,-
prov1235,d,-,u,-,s,-
dalm1243,d,-,o,-,y,-
barb1262,d,-,u,o,s,-
camp1261,d,-,u,-,z,u
megl1237,d,-,o,-,y,-
arom1237,d,-,o,-,y,-
roma1327,d,-,o,-,y,-
istr1245,d,-,o,-,y,-
