language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
khal1275,-,-,-,p,-,-,-,-,-,-,-,h,-,o,-,-,-,-,-,-,o,-,r,-
bahi1252,-,-,-,t,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,a,-,-,-
chep1245,-,-,-,7,-,-,-,-,3,-,-,d,-,3,-,-,-,b,3,d,3,-,-,-
oldb1235,-,-,-,n,-,-,n,5,a,-,-,T,-,-,-,-,-,p,-,-,a,-,t,-
nucl1310,-,-,-,n,-,-,-,y,i,-,-,7,-,-,-,-,-,p,-,-,o,-,7,-
lash1243,-,-,-,-,-,-,-,-,a,-,-,s,-,-,-,-,-,-,-,-,a,-,n,-
zaiw1241,-,-,-,-,-,-,-,-,t,-,-,S,-,-,-,-,-,h,-,-,a,-,7,-
maru1249,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,u,-,-,-
pela1242,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-
xian1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,k,-
acha1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,k,-
lisu1250,-,-,-,n,-,-,-,-,E,-,-,l,-,-,-,-,-,-,-,-,e,-,-,-
jing1260,-,-,-,m,-,-,-,-,a,t,-,s,-,-,-,-,-,-,-,-,a,-,7,-
haka1240,-,-,-,n,o,o,o,m,-,-,-,n,-,o,-,-,-,-,-,-,o,m,7,-
lush1249,-,-,-,-,-,-,-,b,-,-,-,-,-,a,-,-,-,-,-,-,a,-,l,-
ukhr1238,-,-,k,h,3,-,-,m,3,k,-,h,-,o,-,-,-,-,-,-,o,-,w,-
karb1241,-,-,-,t,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,e,-,r,-
horp1240,m,i,x,t,-,-,-,-,-,-,-,s,-,o,-,-,-,-,-,-,o,-,N,-
eree1240,-,-,l,q,-,-,-,-,-,-,-,h,-,E,-,-,-,-,-,-,E,-,l,-
japh1234,N,-,-,q,-,-,-,-,-,-,-,h,-,i,-,-,-,-,-,-,-,-,-,-
situ1238,m,o,-,k,-,-,-,-,-,-,-,S,-,o,-,-,-,-,-,-,-,-,-,-
zhab1238,m,a,S,t,-,-,-,-,-,-,-,s,-,u,-,-,-,m,-,-,a,-,-,-
tang1334,-,-,-,t,-,-,-,-,-,-,-,S,i,o,-,-,-,-,-,-,o,-,r,-
byan1241,-,-,-,k,-,-,-,-,-,-,-,h,-,-,i,t,-,-,-,-,E,-,-,-
rong1264,-,-,-,-,-,-,-,-,-,-,-,m,-,-,E,l,-,-,-,-,a,-,-,-
gahr1239,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,e,-,y,-
clas1254,b,-,-,t,-,-,-,-,-,-,-,s,-,o,o,g,-,-,-,-,-,-,-,-
amdo1237,r,-,-,t,-,-,-,-,-,-,-,s,-,o,o,k,k,w,-,-,a,-,-,-
amdo1237,h,-,-,d,-,-,-,-,-,-,-,z,-,o,o,t,-,-,-,-,o,-,-,-
utsa1239,-,-,-,t,-,-,-,-,-,-,-,s,-,o,o,k,-,p,-,-,a,-,-,-
kham1282,-,-,-,t,-,-,-,-,-,-,-,s,-,o,o,-,-,p,-,-,a,-,-,-
tsha1245,-,-,-,t,-,-,-,-,-,-,-,s,-,o,o,k,-,p,-,-,a,-,-,-
idum1241,p,-,-,r,-,-,-,-,-,-,-,-,-,o,-,-,-,l,i,-,o,-,m,i
diga1241,-,-,-,k,-,-,-,-,-,-,-,-,-,o,-,-,-,p,-,-,u,-,-,-
boka1249,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,a,-,N,-
garo1247,-,-,-,k,-,-,-,-,a,l,-,s,-,i,-,-,-,-,-,-,a,-,-,-
rabh1238,-,-,-,t,-,-,-,h,e,l,t,h,-,-,-,-,-,-,-,-,e,-,l,-
guan1279,l,a,-,t,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,a,-,-,-
guan1279,w,u,-,t,-,-,-,-,-,-,-,s,-,o,-,-,-,o,-,-,u,-,-,-
hakk1236,l,u,i,t,-,-,-,-,-,-,-,S,-,u,-,-,-,-,-,-,i,-,-,-
hakk1236,l,o,-,-,-,-,-,-,-,-,-,s,-,o,-,-,-,-,-,-,-,-,-,-
beij1235,-,-,-,t,-,-,-,-,-,-,-,s,-,o,-,-,-,-,-,-,N,-,-,-
chao1238,l,a,-,7,-,-,-,-,-,-,-,s,-,a,-,-,-,p,-,-,-,-,-,-
chao1238,-,-,-,t,-,-,-,-,-,-,-,s,-,-,-,-,-,h,i,-,i,-,-,-
chao1239,n,a,-,7,-,-,-,-,-,-,-,s,-,a,-,-,-,p,-,-,-,-,-,-
chao1239,-,-,-,t,-,-,-,-,-,-,-,s,-,-,-,-,-,h,i,-,i,-,-,-
oldc1244,-,-,-,q,-,-,-,-,-,-,-,-,-,-,-,-,-,w,r,-,a,-,-,-
