language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
khal1275,-,-,d,-,-,h,-,-,-,-,e,-,k,-,-,-,-
thul1246,-,-,-,-,-,b,-,-,-,-,o,-,k,-,-,-,-
kulu1253,-,-,k,-,-,h,-,u,i,m,a,-,-,-,-,-,-
bahi1252,-,-,p,-,-,h,-,-,-,-,i,-,k,-,-,-,-
limb1266,-,-,-,-,-,t,-,-,-,-,u,-,k,-,-,-,-
bant1281,-,-,-,-,-,l,-,-,-,-,a,-,N,-,-,-,s
chep1245,-,-,-,-,-,b,-,-,y,-,a,l,7,-,-,-,-
wayu1241,-,-,-,-,-,y,-,-,-,-,u,-,-,-,-,-,-
oldb1235,-,-,-,-,-,s,-,-,-,-,u,-,t,-,-,-,-
nucl1310,-,-,t,-,-,8,-,o,-,-,o,-,7,-,-,-,-
lash1243,-,-,-,-,-,s,-,-,-,-,u,-,t,-,-,-,-
zaiw1241,-,-,-,-,-,s,-,-,-,-,u,-,t,-,-,-,-
maru1249,-,-,-,-,-,s,-,-,-,-,a,-,t,-,-,-,-
pela1242,-,-,-,-,-,s,-,-,-,-,o,-,t,-,-,-,-
xian1249,-,-,-,-,-,s,-,-,-,-,u,-,t,-,-,-,-
acha1249,-,-,-,-,-,s,-,-,-,-,u,-,t,-,-,-,-
lisu1250,-,-,-,-,-,s,-,-,-,-,i,-,-,-,-,-,-
jing1260,k,a,t,-,-,s,-,-,-,-,u,-,t,-,-,-,-
drun1238,-,o,-,-,-,N,-,-,-,-,u,-,t,-,-,-,-
haka1240,-,-,-,-,-,n,o,o,a,-,-,-,t,n,o,o,7
lush1249,-,-,-,-,-,n,-,a,a,-,w,-,t,-,-,-,-
lush1249,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-,-
karb1241,-,-,-,-,-,v,-,-,e,-,-,-,n,-,-,-,-
horp1240,-,-,-,-,-,S,-,-,-,-,3,-,S,-,-,E,-
eree1240,-,-,p,-,-,y,-,-,-,-,-,-,-,-,-,E,-
japh1234,-,-,p,-,-,S,-,-,-,-,i,-,z,-,-,-,-
situ1238,k,o,p,-,-,h,-,-,-,-,i,-,s,-,-,-,-
zhab1238,-,a,p,-,t,S,-,-,-,-,3,-,-,-,-,-,-
zhab1238,-,a,-,-,t,S,-,-,-,-,3,-,-,-,-,-,-
tang1334,-,-,-,-,-,S,-,-,y,-,3,-,S,-,y,a,-
byan1241,-,-,-,-,-,S,-,-,-,-,i,i,m,-,-,o,-
rong1264,-,-,-,-,-,s,-,-,-,-,i,-,g,-,-,-,-
rong1264,-,-,-,-,-,m,-,-,-,-,i,-,t,-,-,a,-
gahr1239,-,-,b,-,-,r,-,-,-,-,u,-,t,-,-,-,-
clas1254,-,-,p,-,-,h,-,-,y,-,i,-,s,-,-,-,-
amdo1237,-,-,w,-,-,S,-,-,-,-,i,-,-,-,-,-,-
amdo1237,-,-,-,-,-,S,-,-,-,-,3,-,-,-,-,-,-
utsa1239,-,-,t,-,-,S,-,-,h,-,i,-,-,-,-,-,-
kham1282,-,-,-,-,-,S,-,-,h,-,i,-,-,-,-,-,-
tsha1245,-,-,p,-,-,h,-,-,-,-,a,-,k,-,-,-,-
boka1249,-,-,-,-,-,t,-,-,-,-,i,-,t,-,-,-,-
boka1249,-,-,-,-,-,S,-,-,-,-,i,-,t,-,-,-,-
rabh1238,-,-,b,3,d,z,-,-,-,-,a,-,t,-,-,-,-
guan1279,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-
guan1279,-,-,t,-,-,s,-,-,h,-,a,-,t,-,-,-,-
hakk1236,-,-,t,-,-,s,-,-,-,-,u,-,7,-,y,-,-
hakk1236,-,-,t,-,-,s,-,-,h,-,a,-,7,-,y,-,-
hakk1236,-,-,t,-,-,s,-,-,-,-,u,-,t,-,-,-,-
beij1235,-,-,t,-,-,s,-,-,h,-,a,-,-,-,-,-,-
chao1238,-,-,t,-,-,s,-,-,h,-,E,-,k,-,-,-,-
chao1239,-,-,t,-,-,s,-,-,h,-,E,-,k,-,-,-,-
chao1239,-,-,-,-,-,z,-,-,-,-,u,-,-,-,-,-,-
oldc1244,-,-,-,-,-,l,-,-,-,-,3,-,k,-,-,-,-
