language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
khal1275,-,-,-,-,-,-,-,-,-,t,s,-,3,t,s,t,-,s,-,3,-
thul1246,-,-,-,-,-,-,-,-,-,t,s,-,-,-,-,-,-,-,-,3,-
kulu1253,-,-,-,-,-,-,-,-,-,t,S,-,-,-,-,-,-,h,-,a,-
limb1266,-,-,-,-,-,-,h,i,n,d,z,-,-,-,-,-,-,-,-,a,-
bant1281,-,-,-,-,-,-,-,-,-,t,s,-,-,-,-,-,-,h,-,a,-
chep1245,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,3,w
nucl1310,-,-,-,-,-,-,-,-,-,k,-,-,o,-,-,-,-,l,-,e,-
zaiw1241,-,-,-,-,-,-,-,-,-,t,s,-,o,-,-,-,-,S,-,a,N
maru1249,-,-,-,-,-,-,-,-,-,t,s,-,o,-,-,-,-,S,-,o,-
pela1242,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,S,-,o,-
xian1249,-,-,-,-,-,-,-,-,-,t,s,-,o,-,-,-,-,-,-,u,i
acha1249,-,-,-,-,-,-,-,-,-,t,s,a,o,-,-,-,-,-,-,o,i
lisu1250,-,-,-,-,-,-,-,-,-,-,z,-,o,-,-,n,e,z,-,o,-
jing1260,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,a,-
drun1238,-,-,-,-,-,-,-,-,-,t,S,-,o,-,-,m,-,r,-,o,-
haka1240,n,g,N,a,k,T,h,-,-,t,s,-,i,-,-,-,-,-,-,a,-
karb1241,-,-,o,-,-,-,-,-,-,o,s,-,o,-,-,-,-,-,-,o,-
horp1240,-,-,-,-,-,-,-,-,-,-,g,-,e,-,-,-,-,d,-,e,-
eree1240,-,-,-,-,-,-,-,-,-,-,5,-,a,-,-,-,-,d,i,i,-
japh1234,-,-,-,-,-,-,-,-,-,-,t,-,o,-,-,p,o,t,s,o,-
situ1238,-,-,-,-,-,-,-,-,-,-,t,-,o,-,-,p,-,-,-,u,-
zhab1238,-,-,-,-,-,-,-,-,-,-,p,-,o,-,-,-,-,T,y,o,-
tang1334,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,y,3,-
byan1241,-,-,-,-,-,-,-,-,-,-,S,-,e,-,-,n,-,d,-,E,-
rong1264,-,-,-,-,-,-,-,-,-,-,s,-,E,-,-,-,-,r,-,u,-
gahr1239,-,-,-,-,-,-,-,-,-,t,s,-,i,-,-,t,-,s,-,i,-
clas1254,-,-,-,-,-,-,-,-,-,p,h,r,u,-,-,-,-,g,-,u,-
clas1254,-,-,-,-,-,-,-,-,-,k,h,y,e,-,-,-,-,w,-,u,-
amdo1237,-,-,-,-,-,-,-,-,-,-,S,-,a,-,-,-,-,Z,-,i,-
amdo1237,-,-,-,-,-,-,-,-,-,-,S,-,a,-,-,-,-,y,-,i,-
utsa1239,-,-,-,-,-,-,-,-,-,-,p,-,u,-,-,-,-,k,-,u,-
kham1282,-,-,-,-,-,-,-,-,-,-,7,-,a,-,-,-,-,k,-,o,7
tsha1245,-,-,w,a,k,-,-,-,-,t,s,-,a,-,-,-,-,-,-,-,-
idum1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,o,-
diga1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-
boka1249,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,h,-,o,-
garo1247,-,-,-,a,-,-,-,-,-,N,d,-,-,-,-,-,-,-,-,e,-
garo1247,-,-,b,i,-,-,-,-,-,7,s,-,-,-,-,-,-,-,-,a,-
oldc1244,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,e,-
