language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
haka1240,-,-,l,-,-,u,-,-,u,-,-,u,-,-,-,-
lush1249,-,-,h,-,-,o,-,-,o,t,-,u,-,-,-,-
lush1249,-,-,l,-,-,-,-,-,-,-,-,u,-,-,-,-
karb1241,p,-,h,-,-,u,-,-,-,-,-,u,-,-,-,-
khal1275,-,-,d,-,h,o,-,-,-,-,-,o,N,-,-,-
thul1246,-,-,b,-,w,i,-,-,-,-,-,-,-,-,-,-
kulu1253,-,-,t,-,-,o,-,-,-,-,-,-,N,-,-,-
bahi1252,-,-,p,-,-,i,-,-,-,y,-,a,-,-,-,-
limb1266,-,-,t,-,h,E,-,-,-,g,-,e,k,-,-,-
bant1281,-,-,t,-,-,-,-,-,-,-,-,a,N,-,-,-
chep1245,-,-,t,-,-,a,-,-,-,l,-,a,N,-,-,-
wayu1241,p,u,t,s,h,i,-,-,-,-,-,-,-,-,-,-
lash1243,-,-,w,-,-,o,-,-,-,l,-,o,m,-,-,-
zaiw1241,-,-,-,-,-,u,-,-,-,l,-,u,m,-,-,-
maru1249,-,-,a,-,-,u,-,-,-,l,-,a,m,-,-,-
pela1242,-,-,-,-,-,u,-,-,-,l,-,a,m,-,-,-
acha1249,n,i,k,-,-,u,-,-,-,-,-,a,N,-,-,-
nucl1310,-,-,g,-,-,o,-,-,-,-,-,u,-,-,-,-
nucl1310,-,-,k,-,h,o,-,-,-,-,-,u,-,-,-,-
lisu1250,-,-,-,-,-,o,-,-,o,d,-,u,-,-,-,-
drun1238,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
drun1238,-,-,-,-,-,o,-,-,-,N,-,u,-,-,-,-
drun1238,-,-,-,-,-,o,p,-,E,7,-,-,-,-,-,-
japh1234,t,u,k,-,-,u,-,-,-,-,-,-,-,-,-,-
situ1238,t,o,k,-,-,o,-,-,-,-,-,-,-,-,-,-
zhab1238,-,-,g,-,-,u,p,o,o,l,o,o,-,-,-,-
zhab1238,-,-,g,-,-,u,-,-,-,-,-,-,-,-,-,-
amdo1237,n,-,g,-,-,o,-,-,-,-,-,-,-,-,-,-
amdo1237,n,-,g,-,-,o,-,-,o,t,-,3,-,-,-,-
kham1282,N,-,g,-,-,u,-,-,-,-,-,-,-,-,-,-
tsha1245,-,-,S,-,-,a,-,-,-,r,-,a,N,-,-,-
byan1241,-,-,p,-,-,3,-,-,-,S,-,a,-,-,-,-
rong1264,-,-,-,-,-,-,-,-,-,s,-,i,r,-,-,-
rong1264,-,-,p,-,-,u,-,-,-,s,-,u,-,-,-,-
gahr1239,-,-,p,-,-,u,-,-,-,S,-,a,-,-,-,-
idum1241,-,e,k,-,-,o,-,-,o,r,-,o,-,-,-,-
diga1241,-,-,k,-,-,-,-,-,-,r,-,u,-,-,-,-
boka1249,-,-,-,-,-,-,-,-,-,d,-,u,m,p,u,r
garo1247,-,-,s,-,-,-,-,-,-,k,-,o,-,-,-,-
rabh1238,-,-,t,-,-,3,-,-,-,k,-,a,m,-,-,-
hakk1236,t,-,h,-,i,u,-,-,-,-,-,-,-,-,-,-
hakk1236,t,-,h,-,i,u,-,-,-,l,-,a,-,-,-,-
