language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
khal1275,-,-,-,-,-,-,n,-,-,o,-,-,o,-,m,-,-,-,-
thul1246,-,-,-,-,-,-,n,-,-,-,-,-,e,-,m,s,u,N,-
kulu1253,-,-,-,-,-,-,n,-,-,-,-,-,a,-,m,-,-,-,-
bahi1252,-,-,-,-,-,-,n,-,-,-,-,-,a,-,m,-,-,-,-
limb1266,-,-,-,-,-,-,n,-,-,-,-,-,a,-,m,-,-,-,-
bant1281,-,-,-,-,-,-,n,-,-,-,-,-,a,-,m,-,-,-,-
chep1245,-,-,-,-,-,-,n,-,-,y,-,-,a,-,m,-,-,-,-
wayu1241,-,-,-,-,-,-,n,-,-,o,-,-,o,-,m,-,o,-,-
wayu1241,-,-,-,-,-,-,l,-,-,o,-,g,a,-,N,-,-,-,-
oldb1235,-,-,-,-,-,-,n,-,-,-,-,-,i,-,y,-,-,-,-
nucl1310,-,-,-,-,-,-,n,-,-,-,-,-,e,-,-,-,-,-,-
lash1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,e,i,-
zaiw1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,u,i,-
maru1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,a,-
pela1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,u,i,-
xian1249,-,-,-,-,-,-,n,-,-,-,-,-,-,-,m,-,o,-,-
acha1249,-,-,-,-,-,-,n,-,-,-,-,-,i,-,m,-,o,-,-
lisu1250,-,-,-,-,-,-,m,-,-,-,-,-,u,-,m,-,-,i,-
jing1260,-,-,-,-,-,-,t,-,-,S,-,-,a,-,n,-,-,-,-
drun1238,-,-,-,-,-,-,n,-,-,-,-,-,a,-,m,l,u,N,-
drun1238,-,-,-,-,-,-,n,-,-,-,-,-,o,-,m,-,-,-,-
haka1240,-,-,-,-,-,-,n,-,-,-,-,-,i,-,i,-,-,i,-
lush1249,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,i,-
ukhr1238,-,-,-,-,-,-,t,-,-,s,-,-,i,-,m,-,-,i,k
ukhr1238,-,-,-,-,-,-,t,-,-,s,-,-,i,-,m,-,-,i,k
karb1241,a,r,-,-,-,-,n,-,-,-,-,-,i,-,-,-,-,i,-
horp1240,-,-,-,-,-,-,x,-,-,b,-,-,3,-,-,-,-,-,-
eree1240,-,y,-,-,-,-,n,-,-,-,-,-,3,-,-,-,-,-,-
japh1234,-,t,-,-,o,-,N,-,-,-,-,-,e,-,-,-,-,-,-
japh1234,-,X,-,-,-,-,n,-,-,b,-,x,i,-,-,-,-,-,-
situ1238,-,k,3,y,o,-,m,-,-,-,-,-,-,-,-,-,-,-,-
tang1334,-,-,-,-,-,-,n,-,-,y,3,3,3,-,-,-,-,-,-
tang1334,-,-,-,-,-,-,-,-,-,b,-,-,e,-,-,-,-,-,-
byan1241,-,-,-,-,-,-,n,-,-,-,-,-,i,-,-,-,-,-,-
rong1264,-,-,-,-,-,-,n,-,-,-,-,-,i,-,-,-,-,-,-
gahr1239,-,-,-,-,-,-,n,i,t,s,-,-,i,-,-,-,-,-,-
clas1254,-,-,-,-,-,-,5,-,-,-,-,-,i,-,m,-,a,-,-
kham1282,-,-,-,-,-,-,n,-,-,-,-,-,i,-,m,-,o,-,-
tsha1245,-,-,-,-,-,-,N,-,-,-,-,-,a,-,m,-,-,-,-
diga1241,-,r,-,-,u,-,n,-,-,-,-,-,-,-,-,-,-,-,-
garo1247,-,-,-,-,-,-,-,-,-,s,-,-,a,-,l,-,-,-,-
rabh1238,-,r,-,-,a,-,N,-,-,s,-,-,a,-,N,-,-,-,-
guan1279,-,y,-,-,a,t,t,-,-,h,-,-,a,-,-,-,u,-,-
guan1279,-,y,-,-,i,t,t,-,-,h,-,-,a,-,-,-,u,-,-
hakk1236,-,-,-,-,-,-,t,-,-,h,-,-,a,i,Z,-,o,N,-
hakk1236,-,-,-,-,-,-,t,-,-,h,-,-,a,i,y,-,o,N,-
beij1235,-,-,-,-,-,-,t,-,-,h,-,-,E,i,y,-,o,N,-
chao1238,-,z,-,-,i,7,t,-,-,h,-,-,a,-,-,-,u,-,-
chao1239,-,z,-,-,E,k,-,-,-,-,-,-,-,-,-,-,-,-,-
