language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
khal1275,-,d,-,-,u,-,-,-,-,-,m,-,-,o,g,h,g,h,r,i,-,-,m,-
thul1246,-,t,-,-,u,-,k,-,-,u,m,-,-,-,-,t,-,s,-,i,-,-,m,-
bahi1252,-,t,-,-,i,-,-,-,-,-,N,-,-,a,-,t,-,s,-,i,-,-,-,-
limb1266,-,-,-,-,-,-,-,-,-,-,m,-,-,a,k,-,-,-,-,-,-,-,-,-
bant1281,-,-,-,-,-,-,-,-,-,-,m,-,-,a,k,t,-,s,-,3,k,-,p,a
chep1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,S,y,-,a,-,-,k,-
chep1245,h,r,-,-,i,-,-,-,-,-,m,-,-,-,-,d,Z,h,-,i,-,-,m,-
wayu1241,-,k,-,-,u,-,-,-,-,-,N,-,-,-,k,-,-,-,-,u,-,-,N,-
wayu1241,-,y,-,-,e,-,-,-,-,-,-,-,-,-,k,-,-,s,-,a,-,-,-,-
oldb1235,-,-,-,-,-,-,-,-,-,-,m,h,m,o,-,-,-,-,-,o,n,-,n,-
nucl1310,-,-,-,-,-,-,-,-,-,-,m,-,-,o,-,-,-,-,-,u,-,-,-,-
zaiw1241,-,-,-,-,-,-,-,-,-,-,n,-,-,o,-,-,-,-,-,o,-,-,7,-
maru1249,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,o,-,-,7,-
pela1242,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,7,-
xian1249,-,k,-,-,u,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-
acha1249,-,S,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-
lisu1250,-,-,-,-,-,-,-,-,-,-,m,-,-,i,-,-,-,-,-,E,t,s,h,i
jing1260,-,s,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-
drun1238,-,d,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
haka1240,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,u,-,i,m,i
lush1249,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,u,-,-,k,-
lush1249,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,h,-,i,-,-,m,-
ukhr1238,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,h,-,3,N,3,m,i
karb1241,-,-,-,-,i,n,g,-,-,N,t,-,-,-,-,-,-,-,-,i,n,g,N,-
horp1240,-,g,-,-,E,-,X,-,-,-,n,-,-,-,-,-,-,-,-,E,-,-,-,-
horp1240,-,X,-,n,E,-,X,-,-,-,n,-,-,-,-,-,-,-,-,E,-,-,-,-
eree1240,-,X,-,n,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
japh1234,-,q,-,-,-,-,-,-,-,a,n,-,-,-,-,-,-,-,-,u,-,-,-,-
situ1238,-,m,a,k,3,-,k,h,s,a,l,-,-,-,-,-,-,-,-,-,-,-,-,-
zhab1238,-,-,-,-,-,-,-,-,-,-,n,-,-,a,p,-,u,p,-,u,-,-,-,-
tang1334,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,r,-
gahr1239,-,m,-,-,u,-,-,-,-,-,n,d,-,a,k,-,-,-,-,-,-,-,-,-
clas1254,-,m,-,-,u,-,-,n,-,-,n,-,-,a,g,-,-,-,-,-,-,-,-,-
amdo1237,-,-,-,-,-,-,-,-,-,-,n,-,-,a,X,-,-,d,-,3,-,-,p,-
utsa1239,-,-,-,-,-,-,-,-,-,-,n,-,-,3,k,-,-,h,-,u,-,-,N,-
utsa1239,-,m,-,-,i,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,-,-,-
kham1282,-,-,-,-,-,-,-,-,-,-,n,-,-,o,-,-,-,p,-,u,-,-,7,-
idum1241,-,-,-,-,-,-,-,-,-,-,n,-,-,o,-,-,-,-,-,o,-,-,-,-
diga1241,-,k,-,-,o,-,-,-,-,-,n,-,-,o,-,-,-,-,-,o,-,-,-,-
boka1249,-,k,-,-,3,-,-,-,-,-,n,-,-,-,-,-,-,-,-,3,-,-,-,-
garo1247,-,-,-,-,a,-,-,-,-,-,n,d,-,a,-,-,-,l,-,a,-,-,-,-
guan1279,-,h,-,-,a,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-
hakk1236,-,-,-,-,a,-,N,-,-,-,m,-,-,o,-,-,-,s,-,i,-,-,s,o
hakk1236,-,-,-,-,a,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-
hakk1236,-,v,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
beij1235,-,x,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
chao1238,-,-,-,-,a,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-
chao1239,-,-,-,-,a,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-
oldc1244,-,q,-,-,u,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,s,-
