language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
khal1275,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,h,3,-,-,-,-,-,l,-,-,-,-,-,3,-,-,-
thul1246,-,-,-,-,-,-,-,-,-,b,-,-,u,-,-,l,3,-,-,-,-,-,l,-,-,-,-,-,3,-,-,-
kulu1253,-,-,-,-,-,-,-,-,-,b,-,-,u,-,-,l,u,-,-,-,-,-,l,-,u,-,w,-,a,-,-,-
bahi1252,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,r,e,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-
limb1266,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,u,-,-,-,-,-,k,t,-,-,-,-,-,-,-,-
bant1281,-,-,-,-,-,-,-,-,-,k,-,-,u,-,-,l,u,-,-,-,-,-,N,d,i,p,p,-,a,-,-,-
chep1245,-,n,-,-,y,-,-,a,m,m,-,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-
wayu1241,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,h,a,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-
oldb1235,-,-,-,-,-,-,-,-,-,m,-,-,i,-,-,-,u,i,v,h,k,-,h,-,-,-,-,-,i,u,n,h
nucl1310,-,-,-,-,-,-,-,-,-,m,-,-,o,-,-,-,o,-,-,-,t,S,h,-,-,-,-,-,e,-,-,-
lash1243,-,-,-,-,-,-,-,-,-,m,o,-,o,-,-,-,u,-,-,-,-,-,k,-,-,-,-,-,o,-,m,-
zaiw1241,-,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,u,-,-,-,m,-,y,-,-,-,-,-,i,-,N,-
maru1249,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,k,-,k,-,-,-,-,-,u,-,m,-
pela1242,-,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,u,-,-,-,m,-,y,-,-,-,-,-,a,-,N,-
xian1249,-,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,u,-,-,-,-,-,T,-,-,-,-,-,a,-,u,-
acha1249,-,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,u,-,-,-,-,-,Z,-,-,-,-,-,a,-,u,-
lisu1250,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,u,-,-,-
jing1260,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-
drun1238,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-
haka1240,-,-,-,-,k,-,-,-,-,h,-,-,-,-,-,-,u,-,-,-,-,a,r,-,-,-,-,-,i,-,-,-
lush1249,-,-,-,-,k,-,-,-,-,h,-,-,a,w,-,p,u,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
ukhr1238,-,-,-,-,k,-,-,-,-,h,3,N,3,-,-,S,u,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-
karb1241,i,n,-,-,g,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,e,-,r,-
horp1240,-,-,-,-,s,T,S,o,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
eree1240,-,-,-,-,z,g,-,-,-,r,-,-,e,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
japh1234,-,-,-,-,t,-,-,-,-,h,-,-,o,-,-,-,o,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
situ1238,-,-,-,-,t,-,-,o,-,r,-,m,o,-,-,-,o,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-
zhab1238,-,m,o,o,t,-,-,-,-,S,-,-,o,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tang1334,-,-,-,-,d,-,-,-,-,y,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
byan1241,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,k,n,-,-,-,-,a,-,-,-
gahr1239,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,i,-,-,-,r,-,t,-,-,-,-,-,-,-,-,-
clas1254,-,-,-,-,N,-,-,-,-,b,-,-,r,-,-,-,u,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-
clas1254,-,-,-,-,t,-,-,-,-,h,-,-,o,-,-,-,o,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-
amdo1237,-,n,-,-,d,-,-,-,-,Z,-,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-
amdo1237,-,n,-,-,d,-,-,-,-,Z,-,-,-,-,-,-,3,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
utsa1239,-,-,-,-,t,-,-,-,-,S,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kham1282,-,n,-,-,d,-,-,-,-,Z,-,-,-,-,-,-,u,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-
tsha1245,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-
idum1241,-,-,-,-,-,-,-,-,-,b,-,-,u,-,-,r,u,-,-,-,-,o,n,-,-,-,b,o,o,-,-,-
diga1241,-,-,-,-,-,-,-,-,-,b,-,-,u,-,-,r,u,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
boka1249,-,-,-,-,-,-,-,-,-,d,o,-,o,N,-,g,u,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-
boka1249,-,-,-,-,-,-,-,-,-,m,o,-,o,-,-,l,u,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-
garo1247,-,-,-,-,-,-,-,-,-,g,-,-,u,l,7,g,u,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-
rabh1238,-,-,-,-,-,-,-,-,-,r,-,-,a,N,k,r,3,-,-,-,-,-,N,-,-,-,-,-,a,-,-,-
guan1279,-,-,-,-,h,-,-,a,N,l,-,-,-,-,-,-,e,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-
hakk1236,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-
