language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
khal1275,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,N,-,-,-
thul1246,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,N,-,-,-
kulu1253,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,N,-,-,-
bahi1252,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,N,-,-,-
limb1266,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,N,-,-,-
bant1281,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,N,-,-,-
chep1245,-,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,-,N,-,-,-
wayu1241,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,p,h,-,-,u,-,-,-
oldb1235,-,-,k,-,-,y,-,-,-,-,o,-,o,-,-,-,-,-,-,-,k,-,-,-
nucl1310,-,-,t,-,-,S,-,-,-,-,o,-,u,-,-,-,-,-,-,-,7,-,-,-
lash1243,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,k,t,s,3,-,N,-,-,-
zaiw1241,-,-,-,-,-,l,-,-,-,-,-,-,u,-,7,k,-,-,o,o,k,-,-,-
maru1249,-,-,-,-,-,l,-,-,-,-,a,-,u,-,-,k,t,s,a,-,N,-,-,-
pela1242,-,-,-,-,-,l,-,-,-,-,a,-,u,-,-,7,t,-,a,-,N,-,-,-
xian1249,-,-,-,-,-,l,-,-,-,-,-,-,u,-,7,k,-,-,o,o,7,-,-,-
acha1249,-,-,-,-,-,l,-,-,-,-,-,-,a,-,N,k,-,-,-,o,7,-,-,-
lisu1250,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,t,s,-,h,i,-,-,-
jing1260,-,-,n,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,N,-,-,-
drun1238,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,N,-,-,-
haka1240,-,-,-,-,-,l,-,-,-,-,u,-,u,-,-,-,-,-,-,-,N,-,-,-
lush1249,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,N,-,-,-
ukhr1238,N,3,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,N,-,-,-
karb1241,-,a,r,-,-,l,-,-,-,-,-,-,o,o,n,g,-,-,-,-,N,-,-,-
horp1240,-,-,r,-,-,g,-,-,-,-,-,-,3,-,m,-,-,-,-,a,-,-,-,-
eree1240,-,-,r,-,-,g,-,-,-,-,-,-,3,-,m,-,-,-,e,e,-,-,-,-
japh1234,-,-,r,-,-,d,-,-,-,-,-,-,o,s,t,-,-,-,-,a,X,-,-,-
situ1238,-,-,T,y,3,l,-,-,-,-,-,-,3,-,-,-,-,-,-,-,k,-,-,-
zhab1238,-,-,-,-,-,y,-,-,-,-,e,p,o,-,-,-,-,-,-,o,-,-,-,-
tang1334,-,-,l,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,u,-,-,-,-
byan1241,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,N,-,-,-
rong1264,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,N,-,-,-
gahr1239,-,-,g,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,-,-,N,-,-,-
clas1254,-,-,r,-,-,d,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
amdo1237,-,-,-,-,-,d,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
amdo1237,-,-,r,-,-,d,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
utsa1239,-,-,-,-,-,t,-,-,-,-,o,-,o,-,-,-,-,-,-,-,-,-,-,-
kham1282,-,-,-,-,-,d,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
tsha1245,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,N,-,-,-
idum1241,-,o,-,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,-,-,N,-,-,-
diga1241,-,p,h,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-,-,-,N,-,-,-
boka1249,-,u,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-,-,-,-,N,-,-,-
garo1247,-,-,-,-,-,r,-,-,-,-,o,-,o,-,-,-,-,-,-,-,N,7,t,e
rabh1238,-,-,-,-,-,r,-,-,-,-,o,-,o,-,-,-,-,-,-,-,N,k,-,a
guan1279,-,-,-,-,-,s,E,k,t,h,a,-,u,-,-,-,-,-,-,-,-,-,-,-
hakk1236,-,-,-,-,-,S,a,7,t,h,i,-,u,-,-,-,-,-,-,-,-,-,-,-
hakk1236,-,-,-,-,-,s,a,k,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
chao1238,-,-,-,-,-,-,-,-,t,s,i,-,E,-,-,-,-,-,-,-,7,-,-,-
chao1239,-,-,-,-,-,-,-,-,t,s,i,-,o,-,-,-,-,-,-,-,7,-,-,-
oldc1244,-,-,-,-,-,d,-,-,-,-,-,-,o,-,-,-,-,-,-,-,k,-,-,-
