language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
khal1275,-,-,l,e,-,-,-,p,-,-,t,-,-,i,-,-,-,-,-,-
thul1246,-,-,l,a,-,-,-,p,-,-,t,-,-,e,-,-,-,r,-,-
kulu1253,-,-,l,a,-,-,-,p,-,-,t,-,-,o,-,-,-,-,-,-
limb1266,-,-,l,a,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-
bant1281,-,-,l,a,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-
chep1245,-,-,p,a,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-
oldb1235,-,-,t,o,-,-,-,-,-,-,-,-,-,o,n,n,p,a,m,m
nucl1310,-,-,t,o,-,-,-,-,-,-,-,-,-,u,-,-,p,o,-,-
lash1243,-,-,t,-,-,-,-,-,-,-,-,-,-,u,-,-,-,N,-,-
zaiw1241,-,-,t,-,-,-,-,-,-,-,-,-,-,u,-,-,-,N,-,-
maru1249,-,-,t,a,-,-,-,-,-,-,-,-,-,u,-,-,-,N,-,-
pela1242,-,-,t,a,-,-,-,-,-,-,-,-,-,u,-,-,-,N,-,-
xian1249,-,a,t,-,-,-,-,-,-,-,-,-,-,u,-,-,-,N,-,-
acha1249,-,a,t,-,-,-,-,-,-,-,-,-,-,u,-,-,-,N,-,-
lisu1250,-,-,d,-,-,-,-,-,-,-,-,-,-,u,-,-,-,l,-,E
jing1260,-,-,s,-,-,-,-,-,-,-,-,-,-,i,-,-,-,N,k,o
drun1238,-,-,T,-,-,-,-,-,-,-,-,-,-,E,-,-,-,r,-,-
haka1240,-,-,t,h,-,-,-,l,a,a,-,-,-,a,-,-,-,-,-,-
lush1249,-,-,t,h,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-,-
ukhr1238,-,-,7,a,-,-,-,N,-,3,T,-,-,a,-,-,-,N,-,-
karb1241,-,-,k,o,-,-,-,-,-,-,-,-,-,o,n,g,-,N,-,-
horp1240,-,-,S,-,o,s,-,p,-,-,-,-,-,o,-,-,-,-,-,-
eree1240,-,-,s,-,-,-,-,p,-,-,h,y,E,E,-,-,-,v,-,-
japh1234,-,-,-,-,u,-,-,X,-,-,-,-,-,a,-,-,-,r,-,-
situ1238,-,-,t,-,o,r,k,h,-,-,-,-,-,o,-,-,-,m,-,-
zhab1238,n,-,d,-,u,-,-,Z,-,-,-,-,-,3,-,-,-,-,-,-
tang1334,-,-,d,-,-,z,y,w,-,-,-,-,-,3,-,-,-,-,-,-
gahr1239,-,-,S,o,o,-,k,p,-,-,-,-,-,a,-,-,-,-,-,-
clas1254,N,-,d,a,-,-,-,b,-,-,m,-,-,a,-,-,-,-,-,-
clas1254,g,-,S,o,o,-,g,p,-,-,-,-,-,a,-,-,-,-,-,-
amdo1237,-,-,S,o,o,X,k,w,-,-,-,-,-,a,-,-,-,-,-,-
amdo1237,x,-,S,o,o,k,k,w,-,-,-,-,-,a,-,-,-,-,-,-
utsa1239,-,-,S,o,o,-,k,p,-,-,-,-,-,a,-,-,-,-,-,-
kham1282,n,-,d,e,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-
tsha1245,w,e,l,-,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,-
idum1241,-,e,l,o,o,N,k,h,-,-,r,-,o,o,-,-,-,N,-,-
diga1241,-,-,t,o,-,-,-,-,-,-,l,-,o,o,-,-,-,N,-,-
boka1249,-,-,-,a,-,-,-,-,-,-,l,-,-,a,-,-,-,p,-,-
garo1247,-,-,g,-,-,-,-,-,-,-,r,-,-,a,-,-,-,N,-,-
rabh1238,-,-,k,e,-,m,-,p,-,-,h,-,-,a,-,-,-,k,-,-
guan1279,-,-,y,-,-,-,-,-,-,-,-,-,-,i,-,-,-,k,-,-
hakk1236,-,-,y,-,-,-,-,-,-,-,-,-,-,i,-,-,-,t,-,-
chao1238,-,-,s,-,-,-,-,-,-,-,-,-,-,i,-,-,-,7,-,-
chao1239,-,-,s,-,-,-,-,-,-,-,-,-,-,E,-,-,-,k,-,-
oldc1244,-,-,s,-,-,-,k,h,-,-,-,-,-,e,-,-,-,s,-,-
