language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
khal1275,-,-,-,-,s,-,-,o,-,-,-,-,N,-,-,-,-
thul1246,-,s,e,p,s,-,-,o,-,-,-,-,N,-,-,-,-
kulu1253,-,-,-,-,s,-,-,i,-,-,-,-,N,-,-,-,-
limb1266,-,-,-,-,s,-,-,i,-,-,-,-,N,-,-,-,-
bant1281,-,-,-,-,s,-,-,3,-,-,-,-,N,-,-,-,-
oldb1235,-,t,-,-,h,-,-,a,-,-,-,-,n,n,-,-,h
nucl1310,-,t,-,-,h,-,-,i,-,-,-,-,-,-,-,-,-
lash1243,-,t,-,-,h,-,-,a,-,-,-,-,N,-,-,-,-
zaiw1241,-,t,-,-,h,-,-,a,-,-,-,-,N,-,-,-,-
maru1249,-,t,-,-,h,-,-,o,-,-,-,-,-,-,-,-,-
pela1242,-,t,-,-,h,-,-,o,-,-,-,-,-,-,-,-,-
xian1249,-,t,-,-,h,-,-,o,-,-,-,-,N,-,-,-,-
acha1249,-,t,-,-,h,-,-,u,-,-,-,a,N,-,-,-,-
lisu1250,-,-,-,-,s,-,-,i,-,-,-,-,-,-,-,-,-
jing1260,-,p,-,-,h,-,-,u,-,-,-,-,n,-,-,-,-
drun1238,-,-,-,-,S,-,-,i,-,-,-,-,N,-,-,-,-
haka1240,-,t,-,-,h,-,-,i,-,-,-,i,N,-,-,-,-
karb1241,-,t,-,-,h,-,-,e,n,-,-,g,N,-,-,-,-
horp1240,-,m,3,-,s,-,-,i,-,-,-,-,-,-,-,-,-
eree1240,-,-,-,-,s,e,-,e,-,-,-,-,-,-,-,-,-
japh1234,-,-,-,-,s,-,-,u,-,-,-,-,N,G,o,o,X
zhab1238,-,-,-,-,s,h,-,E,-,-,-,-,-,-,-,-,-
tang1334,-,-,-,-,s,y,-,3,-,-,-,-,m,-,-,3,-
gahr1239,-,m,e,-,S,-,-,i,-,-,-,-,N,-,-,-,-
amdo1237,-,t,-,-,S,h,-,a,-,-,-,-,m,-,-,a,-
amdo1237,-,t,-,-,S,h,-,E,-,-,-,-,m,-,-,E,-
utsa1239,-,m,i,-,S,-,-,i,-,-,-,-,N,-,-,-,-
kham1282,-,-,-,-,x,h,-,i,-,-,-,-,-,-,-,-,-
tsha1245,-,-,-,-,S,-,-,i,-,-,-,-,N,-,-,-,-
idum1241,o,t,-,-,S,h,o,o,-,-,-,-,N,-,-,-,-
diga1241,-,m,o,-,s,-,-,u,-,-,-,-,N,-,-,-,-
boka1249,-,-,u,-,S,-,-,u,-,-,-,-,N,-,-,-,-
garo1247,-,-,-,-,h,-,-,a,7,b,o,o,l,-,-,-,-
oldc1244,-,-,-,-,s,-,-,i,-,-,-,-,n,-,-,-,-
