language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
khal1275,-,-,-,-,-,-,d,-,-,3,-,-,-,s,p,-,E,-,-,-,-,-,-,-,-
thul1246,-,-,-,-,-,-,N,-,-,a,-,-,-,-,w,-,a,-,-,-,-,-,-,-,-
kulu1253,-,-,-,-,-,-,s,-,-,u,-,-,-,-,p,-,e,-,-,-,-,-,-,-,-
bahi1252,-,-,-,-,-,-,m,-,-,a,-,-,i,s,-,-,a,-,m,-,-,-,-,-,-
limb1266,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,E,t,t,-,-,-,-,-,-
chep1245,-,-,-,-,-,-,7,-,-,a,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-
oldb1235,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,i,-,w
nucl1310,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,o,-,-
lash1243,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,a,-,N,t,s,o,o,-,-
zaiw1241,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,a,-,N,-,-,-,-,-,-
maru1249,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
pela1242,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
xian1249,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,o,-,N,-,-,-,-,-,-
acha1249,-,-,-,-,-,-,m,-,-,u,-,-,-,-,-,-,a,-,N,-,-,-,-,-,-
lisu1250,-,-,-,-,-,-,m,-,-,o,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
jing1260,a,s,a,k,k,a,p,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
drun1238,-,-,-,-,-,-,b,-,-,r,-,-,-,-,-,-,i,-,N,-,-,-,-,-,-
haka1240,-,-,-,-,-,-,t,-,-,a,-,-,a,r,t,a,a,-,r,-,-,-,-,-,-
lush1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,u,i,-,-
lush1249,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,a,-,r,-,-,-,-,-,-
ukhr1238,-,-,-,-,-,-,k,-,h,3,-,-,-,r,-,-,a,-,r,-,-,-,-,-,-
karb1241,-,-,-,-,-,-,s,-,-,a,-,-,-,-,-,-,a,-,r,-,-,-,-,-,-
horp1240,-,-,-,-,-,-,g,-,-,3,-,-,-,d,-,-,a,-,r,-,-,-,-,-,-
eree1240,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,o,-,r,-,-,-,-,-,-
japh1234,-,r,-,-,-,-,g,-,-,o,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-
situ1238,-,-,-,-,-,-,k,-,-,3,-,-,m,t,S,-,o,-,-,-,-,-,-,-,-
zhab1238,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,a,-,g,-,-,-,i,-,-
tang1334,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,a,-,r,-,-,-,-,-,-
byan1241,-,-,-,-,-,-,S,-,-,a,-,-,N,t,h,-,e,-,-,-,-,-,-,-,-
rong1264,-,-,-,-,-,-,y,-,-,u,-,-,-,d,-,-,3,-,-,-,-,-,-,-,-
gahr1239,-,-,-,-,-,-,S,-,-,a,-,-,N,-,s,-,-,-,-,-,-,-,-,-,-
clas1254,-,-,-,-,-,-,r,-,-,-,-,-,-,-,g,-,a,-,s,-,-,-,-,-,-
amdo1237,-,-,-,-,-,-,r,-,-,-,-,-,-,-,g,-,i,-,-,-,-,-,-,-,-
amdo1237,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,o,o,l,-,-,-,o,o,n
utsa1239,-,-,-,-,-,-,k,-,-,E,-,-,-,-,p,-,a,-,-,-,-,-,-,-,-
kham1282,-,-,-,-,-,-,g,-,-,E,-,-,-,-,p,o,o,-,-,-,-,-,-,-,-
tsha1245,-,-,-,-,-,-,g,-,-,a,-,-,-,t,b,-,u,-,-,-,-,-,-,-,-
idum1241,-,m,-,-,-,i,t,S,h,i,-,-,-,-,p,r,o,-,-,-,-,-,-,-,-
diga1241,-,-,-,-,-,-,t,-,-,o,-,-,-,-,p,-,o,-,u,-,-,-,-,-,-
boka1249,-,m,-,-,-,e,k,-,-,a,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-
garo1247,-,-,-,-,-,-,o,-,-,o,-,T,h,t,s,o,o,-,l,-,-,-,-,-,-
garo1247,-,-,-,-,-,-,g,-,-,i,t,T,h,t,s,-,a,-,m,-,-,-,-,-,-
rabh1238,-,-,-,-,-,-,b,-,-,u,-,-,-,d,-,-,a,-,-,-,-,-,-,-,-
guan1279,-,-,-,-,-,-,l,-,-,o,-,-,-,-,-,o,u,-,-,-,-,-,-,-,-
hakk1236,-,-,-,-,-,-,l,-,-,o,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
hakk1236,-,-,-,-,-,-,l,-,-,a,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
beij1235,-,-,-,-,-,-,l,-,-,o,-,-,-,-,-,o,o,-,-,-,-,-,-,-,-
chao1238,-,-,-,-,-,-,l,-,-,a,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
chao1239,-,-,-,-,-,-,l,-,-,a,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
