language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
khal1275,-,k,-,e,r,-,-,d,-,-,-,-,-,-,o,-,-,-,-
thul1246,-,b,-,e,-,-,-,t,-,-,h,-,-,-,o,-,-,-,-
limb1266,-,-,-,-,-,-,-,T,E,p,s,-,-,-,a,-,-,-,-
bant1281,-,-,-,-,-,-,-,d,a,-,b,-,-,-,i,-,-,-,-
bant1281,-,-,-,-,-,-,-,t,-,-,s,u,r,-,i,-,-,-,-
chep1245,-,n,-,a,-,-,-,7,-,-,s,u,-,-,i,-,-,7,-
oldb1235,-,-,-,-,-,-,-,d,a,a,h,-,-,-,-,-,-,-,-
lisu1250,-,-,-,o,-,-,-,t,-,-,h,-,-,-,o,-,-,-,-
jing1260,-,-,-,n,-,-,-,t,-,-,h,-,-,-,u,-,-,-,-
drun1238,-,-,-,-,-,-,-,-,-,-,S,-,-,-,o,-,-,m,-
haka1240,-,-,-,-,-,-,-,n,a,-,-,a,-,-,a,-,-,m,-
karb1241,-,-,-,-,-,-,-,n,o,-,-,-,-,-,o,-,-,k,-
horp1240,-,p,-,3,r,-,-,-,-,-,z,-,-,-,i,-,-,-,-
eree1240,-,b,-,3,r,-,-,-,-,-,z,e,-,-,e,-,-,-,-
japh1234,n,b,-,-,r,-,u,t,-,-,S,-,-,-,u,-,-,-,-
situ1238,m,b,-,3,r,-,-,t,-,-,s,-,-,-,o,-,-,-,-
zhab1238,-,-,-,-,d,Z,o,-,-,-,z,-,-,-,o,-,-,-,-
tang1334,-,b,y,3,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
rong1264,-,-,-,-,-,-,-,t,-,-,S,3,k,-,u,-,-,-,-
gahr1239,-,-,-,-,-,-,-,t,-,-,S,a,k,-,u,-,-,-,-
gahr1239,-,-,-,-,-,-,-,k,-,-,h,-,-,-,u,-,-,r,-
clas1254,-,-,-,-,-,-,-,g,-,-,r,-,-,-,i,-,-,-,-
amdo1237,-,-,-,-,-,-,-,t,-,-,S,-,-,-,3,-,-,-,-
amdo1237,-,-,-,-,-,-,-,t,-,-,S,-,-,-,3,-,-,-,-
amdo1237,-,-,-,-,-,-,-,T,-,-,S,-,-,-,3,-,-,-,-
utsa1239,-,-,-,-,-,-,-,t,-,-,S,-,h,-,i,-,-,-,-
kham1282,-,-,-,-,-,-,-,t,-,-,S,-,-,-,i,-,-,-,-
tsha1245,-,-,-,-,-,-,-,t,-,-,S,-,h,o,o,w,a,N,-
idum1241,-,-,-,-,-,-,-,-,e,-,r,-,-,-,o,-,-,-,-
diga1241,-,-,-,-,-,-,-,t,o,-,r,-,-,-,o,-,-,-,-
boka1249,-,-,-,-,-,-,-,-,o,o,y,-,-,-,o,-,o,k,-
garo1247,T,h,-,-,-,-,-,t,-,-,s,-,-,-,u,-,-,r,i
