language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
khal1275,-,-,m,-,-,-,i,-,-,-,k,-,m,-,-,3,-,-,-,-,-
thul1246,k,-,w,-,-,-,i,-,-,-,k,-,-,-,-,u,-,-,-,-,-
kulu1253,-,-,m,-,-,-,i,-,-,-,k,-,m,-,-,a,-,-,-,-,-
bahi1252,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,i,-,-,n,-,i
limb1266,-,-,m,-,-,-,i,-,k,-,k,-,h,-,-,u,-,-,-,-,-
bant1281,-,-,t,-,-,-,u,-,N,-,k,-,h,-,-,u,-,-,-,-,-
chep1245,h,-,m,-,-,-,e,-,7,-,k,-,-,-,-,u,-,-,7,-,-
wayu1241,-,-,-,-,-,-,-,-,-,-,k,u,l,-,-,u,-,-,-,-,-
oldb1235,-,-,-,-,-,-,-,-,-,-,k,-,h,-,-,u,i,w,h,-,-
nucl1310,-,-,m,-,-,-,i,-,-,-,k,-,h,-,o,o,-,-,-,-,-
lash1243,-,-,m,-,-,y,i,-,-,-,k,-,h,o,o,u,-,-,-,-,-
zaiw1241,-,-,m,-,-,y,i,-,-,-,k,-,h,-,a,u,-,-,-,-,-
maru1249,-,-,m,-,-,y,i,-,-,-,k,-,h,-,-,u,-,-,k,-,-
pela1242,-,-,-,-,-,-,-,-,-,-,t,S,h,-,-,i,-,-,-,-,-
xian1249,-,-,n,-,-,-,i,-,-,-,-,-,x,-,a,u,-,-,-,-,-
acha1249,-,-,n,-,-,-,i,-,-,-,-,-,x,-,a,u,-,-,-,-,-
lisu1250,-,-,m,-,-,-,u,-,-,-,k,-,h,-,-,u,-,-,-,-,-
jing1260,w,a,n,-,-,-,-,-,-,-,k,-,h,-,-,u,-,-,t,-,-
drun1238,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,t,-,-
haka1240,-,-,m,a,a,i,i,-,-,-,k,-,h,-,-,u,-,-,-,-,-
lush1249,-,-,m,-,-,e,i,-,-,-,k,-,h,-,-,u,-,-,-,-,-
ukhr1238,-,-,m,-,-,e,y,-,-,-,k,-,h,-,-,u,-,-,t,-,-
karb1241,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,i,-,-,-,-,-
horp1240,-,-,m,-,-,-,-,-,-,-,k,-,h,-,-,3,-,-,-,-,-
eree1240,-,-,m,-,-,-,-,-,-,-,k,-,h,-,-,3,-,-,-,-,-
japh1234,-,-,t,-,-,-,o,-,-,-,k,-,h,-,-,u,-,-,-,-,-
situ1238,-,-,t,-,-,-,a,-,-,-,k,-,h,-,-,3,-,-,-,-,-
zhab1238,-,-,-,-,-,-,-,-,-,-,k,-,h,-,-,3,-,-,l,-,i
tang1334,-,-,-,-,-,-,-,-,-,-,x,-,y,-,-,u,-,-,-,-,-
byan1241,-,-,-,-,-,-,-,-,-,-,k,-,h,-,-,u,-,-,-,-,-
rong1264,-,-,-,-,-,-,-,-,-,-,k,-,h,-,-,u,-,-,-,-,-
gahr1239,-,-,-,-,-,-,-,-,-,-,k,-,h,-,-,u,-,-,-,-,-
clas1254,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,u,-,-,b,-,a
amdo1237,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,o,-,-,-,-,-
amdo1237,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,o,-,-,-,-,-
utsa1239,-,-,-,-,-,-,-,-,-,-,t,-,h,-,-,u,-,-,o,-,o
kham1282,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,o,-,-,-,-,-
tsha1245,-,-,m,-,-,-,u,-,-,-,g,-,-,-,-,u,-,-,-,-,-
idum1241,-,-,-,-,-,-,-,-,-,-,k,-,h,-,u,u,-,-,-,-,-
diga1241,-,-,m,-,-,-,o,-,-,-,k,-,h,-,u,u,-,-,-,-,-
boka1249,-,-,m,-,-,-,u,-,-,-,k,-,-,-,-,u,-,-,-,-,-
garo1247,-,-,w,-,-,-,a,-,l,7,k,-,-,-,-,u,-,-,-,-,a
rabh1238,-,-,b,-,-,-,a,a,r,-,k,-,h,-,-,u,-,n,t,S,i
guan1279,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,i,-,-,n,-,-
hakk1236,-,-,-,-,-,-,-,-,-,-,-,-,Z,-,-,E,-,-,n,-,-
hakk1236,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,E,-,-,n,-,-
beij1235,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,a,-,-,n,-,-
chao1238,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,u,-,-,N,-,-
chao1239,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,u,-,-,N,-,-
oldc1244,-,-,-,-,-,-,-,-,-,-,-,-,q,-,-,i,-,-,n,-,-
