language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
khal1275,-,-,-,-,-,-,-,-,d,-,-,-,z,-,h,u,-,N,-,-
thul1246,-,-,-,-,-,-,-,-,d,-,-,-,z,-,-,u,-,-,-,-
kulu1253,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,i,-,k,-,-
bahi1252,-,-,-,-,-,-,-,-,d,-,-,-,z,-,-,u,-,-,-,-
limb1266,-,-,-,-,-,-,-,-,-,-,-,-,s,u,r,i,-,t,-,-
bant1281,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,3,-,k,-,-
chep1245,-,-,-,-,-,-,-,-,-,-,-,-,m,a,r,u,-,7,-,-
wayu1241,-,-,-,-,k,u,m,-,d,-,-,-,z,-,-,u,-,N,-,-
wayu1241,-,-,-,-,h,u,-,-,d,-,-,-,z,-,-,u,-,N,-,-
oldb1235,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,y,-,-
nucl1310,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,e,-,-,-,-
lash1243,-,-,-,-,-,-,-,-,l,-,e,-,-,-,-,i,-,-,-,-
zaiw1241,-,-,-,-,-,-,-,-,l,-,a,-,-,-,-,i,-,-,-,-
maru1249,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-
pela1242,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-
xian1249,-,-,-,-,-,-,-,-,l,-,a,-,-,-,-,i,-,-,-,-
acha1249,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-
lisu1250,-,-,-,-,-,-,m,i,h,-,-,-,-,-,-,i,-,-,-,-
jing1260,-,-,-,-,-,-,-,-,n,-,-,-,p,-,-,u,-,N,-,-
drun1238,-,-,-,-,-,-,-,-,n,-,o,m,b,-,-,u,-,N,-,-
haka1240,t,-,-,-,h,-,-,-,l,i,i,-,-,-,-,i,-,-,-,-
lush1249,t,-,-,-,h,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-
ukhr1238,k,-,-,-,h,3,-,-,n,-,-,-,-,-,-,e,-,y,-,-
ukhr1238,-,-,-,-,m,3,-,-,S,-,-,-,-,-,-,i,-,-,-,-
karb1241,t,o,o,-,m,o,-,o,n,-,-,-,-,-,-,-,-,-,-,-
horp1240,x,-,-,-,p,3,-,-,r,-,-,-,y,-,-,u,-,-,-,-
eree1240,X,-,-,-,p,3,-,-,r,-,-,-,y,-,-,u,-,-,-,-
japh1234,-,-,-,-,q,a,-,-,l,-,-,-,-,-,-,e,-,-,-,-
situ1238,k,-,-,-,h,o,-,-,l,-,-,-,-,-,-,i,-,-,-,-
zhab1238,-,-,-,-,v,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-
tang1334,-,-,-,-,-,-,-,-,l,-,-,-,y,-,-,3,-,-,-,-
byan1241,-,-,-,-,n,3,-,-,l,-,-,-,-,-,-,a,-,n,-,-
rong1264,-,-,-,-,b,3,-,-,t,-,-,-,-,-,-,o,-,-,-,-
gahr1239,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,n,-,-
clas1254,-,-,-,-,r,-,-,-,l,-,-,-,-,-,-,u,-,N,-,-
amdo1237,-,-,-,-,w,-,-,-,l,-,-,-,-,-,-,o,o,N,-,-
amdo1237,s,-,-,-,h,e,-,-,r,-,-,-,-,-,-,3,-,-,-,-
utsa1239,-,-,-,-,-,-,-,-,L,-,a,k,p,-,-,a,-,-,-,-
kham1282,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-
tsha1245,-,-,-,-,r,i,-,-,d,-,-,-,-,-,-,i,-,-,-,-
tsha1245,-,-,-,-,m,u,-,-,r,-,-,-,-,-,-,-,-,-,-,-
idum1241,-,-,-,-,-,o,-,-,r,-,-,-,-,-,-,o,-,N,h,o
diga1241,-,-,-,-,x,o,-,-,r,-,-,-,-,-,-,u,-,N,-,-
garo1247,-,-,-,-,b,a,-,-,l,-,-,-,w,-,-,a,-,-,-,-
rabh1238,r,-,a,m,p,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-
guan1279,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,u,-,N,-,-
hakk1236,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,u,-,m,-,-
hakk1236,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,u,-,N,-,-
beij1235,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,3,-,N,-,-
chao1238,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,u,a,N,-,-
chao1239,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,u,a,N,-,-
oldc1244,-,-,-,-,p,-,-,-,r,-,-,-,-,-,-,3,-,m,-,-
