language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
boru1252,t,-,-,-,-,-,-,-,-,u,-,u,7,-
chim1309,r,a,-,-,-,-,g,-,-,w,-,a,-,-
ngab1239,-,-,-,-,-,-,k,-,-,w,-,e,t,-
bugl1243,-,-,-,-,-,-,g,-,-,u,-,-,t,e
brib1243,-,-,-,-,-,-,k,-,-,u,-,-,-,-
cabe1245,-,-,-,-,-,-,k,-,-,u,-,-,-,-
teri1250,-,-,-,-,-,-,-,-,-,u,i,i,-,-
male1297,-,-,-,-,-,-,t,S,i,u,-,-,-,-
sanb1242,-,-,-,-,-,-,k,-,-,u,-,-,n,-
rama1270,-,a,-,-,r,-,N,-,-,u,-,-,l,-
cogu1240,h,a,u,l,l,i,h,-,i,i,-,-,-,-
mala1522,Z,a,-,n,g,a,k,-,-,a,-,-,-,-
arhu1242,k,3,-,-,k,-,k,-,-,u,-,-,s,-
chib1270,-,-,-,-,-,-,k,-,-,a,-,-,-,-
bari1297,-,-,-,-,-,-,k,-,-,o,-,-,-,-
maya1285,-,-,-,-,-,-,k,-,-,a,-,-,s,-
ulwa1239,-,-,-,-,-,-,k,-,-,a,-,-,s,-
caca1247,-,-,-,-,-,-,-,-,-,a,-,-,p,i
misk1235,-,-,-,-,-,-,s,-,-,a,-,-,m,-
lenc1242,-,-,-,-,-,-,t,-,-,i,-,-,-,-
lenc1243,-,-,-,-,-,-,k,-,-,a,-,-,y,-
pech1241,s,a,a,-,h,-,k,r,a,a,-,-,h,-
