language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
boru1252,-,-,k,a,a,s,a,-,-,-,-,a,-,-
chim1309,-,-,k,-,-,-,a,-,k,-,w,a,-,-
dora1242,-,-,k,-,-,-,a,-,g,-,-,a,-,-
ngab1239,-,-,k,-,-,-,a,-,d,-,-,a,-,-
bugl1243,-,-,k,-,-,-,a,-,-,-,-,-,-,-
brib1243,a,x,k,-,-,-,u,-,-,-,-,u,-,-
cabe1245,-,h,k,-,-,-,u,-,-,-,-,u,-,-
teri1250,-,-,k,-,-,h,a,-,-,-,-,a,m,o
male1297,-,-,k,-,-,-,o,-,k,-,-,i,-,-
sanb1242,-,-,k,-,-,-,a,-,k,-,-,a,-,-
rama1270,-,-,k,-,-,-,a,-,k,-,-,a,-,-
mala1522,-,-,k,3,-,-,3,-,k,-,-,a,-,-
arhu1242,-,-,k,-,-,-,3,-,k,-,-,a,-,-
chib1270,-,-,k,3,-,h,3,-,k,-,-,a,-,-
bari1297,-,-,k,-,-,-,a,-,k,s,i,u,-,-
maya1285,-,-,t,-,-,-,a,-,p,-,-,a,-,s
ulwa1239,-,-,t,-,-,-,a,-,p,-,-,a,-,s
caca1247,-,-,t,-,-,-,a,-,w,-,-,a,-,-
misk1235,-,-,b,-,-,-,i,-,l,-,-,a,-,-
lenc1242,i,n,t,-,-,s,a,a,t,s,a,a,-,-
lenc1243,i,n,-,-,-,-,-,-,-,-,-,-,-,-
pech1241,-,-,s,-,-,-,a,a,p,-,a,a,-,-
