language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
boru1252,-,-,-,-,-,-,-,-,i,-,-,-,-,i,s,t,a,a,m,u,u,r,a,-,-,a,-
dora1242,-,-,-,-,T,h,-,-,i,-,-,-,-,-,-,t,a,-,-,-,-,l,-,-,-,-,-
ngab1239,-,-,-,-,t,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-
bugl1243,-,-,-,-,-,s,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,i,-
brib1243,-,-,-,-,t,s,-,-,i,-,-,-,-,i,-,-,-,-,-,-,-,d,-,-,-,-,-
cabe1245,-,-,-,-,d,Z,u,L,i,-,-,-,-,i,-,-,-,-,-,-,-,L,a,-,-,a,-
teri1250,-,-,-,-,t,-,-,-,i,-,-,-,-,i,-,-,-,-,-,-,-,r,a,-,-,a,-
male1297,-,-,-,-,n,-,-,-,o,-,-,k,-,o,-,-,-,-,-,-,-,t,-,S,-,a,-
sanb1242,-,-,-,-,t,-,-,-,o,-,-,t,-,o,-,-,-,-,-,-,-,k,-,w,-,a,-
rama1270,-,-,-,-,s,-,-,-,u,-,-,k,s,u,-,-,-,-,-,-,-,k,-,-,-,-,-
arhu1242,-,-,-,-,-,-,-,-,i,n,g,g,-,3,-,-,-,-,-,-,-,k,a,w,-,a,-
chib1270,i,n,x,e,t,s,-,-,u,-,-,-,n,-,-,-,-,-,-,-,-,x,-,-,-,a,-
bari1297,-,-,b,a,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
maya1285,-,-,-,-,-,b,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,i,-
ulwa1239,-,-,-,-,-,b,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,a,-
caca1247,-,-,-,-,t,S,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,i,-
misk1235,-,-,-,-,-,s,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,r,-,p,-,i,-
lenc1242,-,-,-,-,t,s,i,-,i,-,-,-,-,-,-,-,-,-,-,-,-,r,i,S,k,i,-
lenc1243,-,-,-,-,p,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,i,-
pech1241,-,-,-,-,-,y,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,7
