language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
ngab1239,-,-,-,-,-,-,-,-,k,-,a,-,-,-
bugl1243,-,-,-,m,-,o,-,-,g,-,a,t,e,-
chim1309,-,-,-,-,-,-,-,-,k,-,i,t,a,-
brib1243,-,-,-,-,-,s,-,-,t,s,i,-,-,-
cabe1245,-,-,-,-,-,-,-,-,k,s,i,-,-,-
teri1250,-,-,-,-,-,-,-,-,t,-,i,-,i,-
male1297,-,-,-,p,-,o,r,e,t,-,e,-,-,-
sanb1242,n,-,a,m,-,a,-,-,k,-,e,-,-,-
rama1270,-,-,-,-,-,a,-,-,k,-,i,s,-,-
mala1522,Z,-,a,m,-,a,-,-,-,-,i,-,-,-
arhu1242,z,a,a,m,-,a,-,-,-,-,Z,-,-,-
pech1241,-,-,e,-,-,e,-,-,y,e,e,S,-,-
bari1297,-,-,-,-,-,-,-,-,t,-,i,b,a,-
maya1285,-,-,u,m,b,a,-,-,-,-,u,-,-,-
ulwa1239,-,-,u,n,b,a,-,-,-,-,u,-,-,-
misk1235,-,-,-,-,-,a,-,-,y,-,w,-,a,n
