language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
boru1252,-,k,i,-,-,-,-,-,-,-,-,i,-
dora1242,-,b,a,-,a,-,-,l,-,-,-,i,-
ngab1239,-,m,-,-,-,-,-,r,-,-,-,e,-
bugl1243,-,-,-,-,-,-,-,t,S,-,-,o,-
brib1243,-,d,-,-,a,-,-,d,Z,i,-,i,-
cabe1245,-,d,-,-,a,-,-,d,Z,i,-,i,-
teri1250,-,d,-,-,-,-,-,-,L,u,-,u,N
male1297,-,t,i,k,a,-,-,r,-,-,-,u,-
sanb1242,-,p,-,-,a,-,-,l,-,-,-,u,-
rama1270,-,t,-,-,a,-,u,l,-,-,-,i,-
cogu1240,-,n,-,-,a,-,-,k,-,-,-,u,-
mala1522,-,n,-,-,3,-,n,g,-,-,-,u,-
chib1270,-,n,-,-,3,-,-,g,-,-,-,u,a
bari1297,-,s,-,-,a,-,-,b,-,-,-,i,-
maya1285,-,k,-,-,-,-,-,-,-,u,m,a,-
ulwa1239,-,k,-,-,-,-,-,-,-,u,m,a,-
caca1247,-,y,-,-,a,b,u,l,-,u,-,-,-
misk1235,-,s,-,-,-,-,-,-,-,-,-,a,l
lenc1242,t,s,-,-,e,-,-,-,-,e,p,e,-
lenc1243,-,s,-,-,-,-,-,-,-,e,p,e,-
pech1241,-,t,-,-,a,-,a,k,-,e,-,e,-
